Strompreis [Euro/kWh],Netzlast [kW]
0.2135098,0.240721866
0.2138192,0.272244967
0.2150925,0.260782021
0.2214352,0.270812099
0.2808757,0.369680008
0.3012723,0.6046704
0.2948106,0.684194588
0.2686901,0.260782021
0.2159493,0.153316902
0.2127125,0.125375972
0.2114868,0.13898822
0.2116296,0.250035509
0.2127006,0.189138609
0.2127839,1.121935838
0.2179128,0.641924975
0.2621213,0.37182931
0.2992969,0.296603727
0.326298,0.669865906
0.3256911,0.438457684
0.3057586,0.552370709
0.3018673,0.466398614
0.2971311,0.432009777
0.3009986,0.191287911
0.2981664,0.294162721
0.2961434,0.273886734
0.2990708,0.263051419
0.2988685,0.26326598
0.3064488,0.265518867
0.3257268,0.634026871
0.3531206,0.313687744
0.3531206,0.262515017
0.3329501,0.289335105
0.3405304,0.811683131
0.3208478,0.872940211
0.3103996,0.388140308
0.3042711,0.625229882
0.2997015,0.471818981
0.2997372,0.259189326
0.3040569,0.368615284
0.3227875,0.199434171
0.3414705,0.270882885
0.3595109,0.438991194
0.3336641,0.639283608
0.3091382,0.840863386
0.3026408,0.869292679
0.288813,1.368146308
0.2776627,0.20512003
0.2746758,0.294162721
0.2724862,0.273886734
0.2741522,0.263051419
0.2745925,0.26326598
0.2783529,0.265518867
0.2931327,0.634026871
0.3069843,0.313687744
0.3046281,0.262515017
0.2983925,0.289335105
0.2954294,0.811683131
0.2878253,0.872940211
0.2818991,0.388140308
0.2796857,0.625229882
0.278817,0.471818981
0.2796262,0.259189326
0.2807091,0.368615284
0.2949891,0.199434171
0.3024623,0.270882885
0.3206693,0.438991194
0.3086741,0.639283608
0.299999,0.840863386
0.2978332,0.869292679
0.2860046,1.368146308
0.2874207,0.20512003
0.2830891,0.294162721
0.2793763,0.273886734
0.280126,0.263051419
0.2769249,0.26326598
0.2871589,0.265518867
0.303569,0.634026871
0.3130295,0.313687744
0.3091739,0.262515017
0.293216,0.289335105
0.2728789,0.811683131
0.2436882,0.872940211
0.2236843,0.388140308
0.2127839,0.625229882
0.2126649,0.471818981
0.2128434,0.259189326
0.222411,0.368615284
0.2573613,0.199434171
0.2718674,0.270882885
0.2793525,0.438991194
0.2789955,0.639283608
0.2778888,0.840863386
0.2795786,0.869292679
0.2783172,1.368146308
0.2640491,0.20512003
0.2663458,0.294162721
0.268583,0.273886734
0.2693803,0.263051419
0.2730574,0.26326598
0.2780911,0.265518867
0.2826726,0.634026871
0.2840292,0.313687744
0.2832795,0.262515017
0.2710225,0.289335105
0.2477937,0.811683131
0.2119152,0.872940211
0.1932679,0.388140308
0.1414791,0.625229882
0.1442518,0.471818981
0.171598,0.259189326
0.2072385,0.368615284
0.2315978,0.199434171
0.2931803,0.270882885
0.300832,0.438991194
0.2944774,0.639283608
0.2680713,0.840863386
0.2664172,0.869292679
0.2435811,1.368146308
0.2258382,0.20512003
0.212891,0.294162721
0.2127839,0.273886734
0.2127839,0.263051419
0.2127839,0.26326598
0.2127839,0.265518867
0.2127839,0.634026871
0.2127839,0.313687744
0.2127839,0.262515017
0.212772,0.289335105
0.2125935,0.811683131
0.2089164,0.872940211
0.2009553,0.388140308
0.1809038,0.625229882
0.1889125,0.471818981
0.2067863,0.259189326
0.2125935,0.368615284
0.2210187,0.199434171
0.3216213,0.270882885
0.341768,0.438991194
0.3393999,0.639283608
0.3198244,0.840863386
0.3049613,0.869292679
0.2985353,1.368146308
0.2970002,0.20512003
0.2969288,0.301564381
0.2938467,0.262652848
0.2969288,0.304482746
0.2979522,0.265571213
0.3049375,0.297673228
0.334152,0.278217461
0.3910221,0.496122046
0.3657227,0.823951712
0.3145408,0.782121814
0.3086979,1.068121582
0.2975476,0.604101551
0.2897769,0.577836266
0.2841839,0.567135594
0.281673,0.687761347
0.2882299,0.342421491
0.2960839,1.129407247
0.3020458,0.555462134
0.3376149,0.664414427
0.3761709,0.661496062
0.3612959,0.615775011
0.3137554,0.677060675
0.3044139,0.88912853
0.29631,0.777257873
0.3058538,0.456237725
0.295358,0.294162721
0.2898126,0.273886734
0.2841244,0.263051419
0.2871351,0.26326598
0.2941085,0.265518867
0.315945,0.634026871
0.3209549,0.313687744
0.3077221,0.262515017
0.2940609,0.289335105
0.2741879,0.811683131
0.2651201,0.872940211
0.2556834,0.388140308
0.224791,0.625229882
0.2252789,0.471818981
0.2473415,0.259189326
0.2583252,0.368615284
0.2724624,0.199434171
0.2912049,0.270882885
0.3100664,0.438991194
0.3100545,0.639283608
0.2936801,0.840863386
0.2847908,0.869292679
0.255017,1.368146308
0.240023,0.20512003
0.2198644,0.294162721
0.22015,0.273886734
0.223482,0.263051419
0.2440809,0.26326598
0.2723196,0.265518867
0.3031168,0.634026871
0.3313436,0.313687744
0.3389477,0.262515017
0.3085313,0.289335105
0.2932993,0.811683131
0.2794834,0.872940211
0.2789717,0.388140308
0.2488647,0.625229882
0.250019,0.471818981
0.2786504,0.259189326
0.2876468,0.368615284
0.3024147,0.199434171
0.3327716,0.270882885
0.4402524,0.438991194
0.4403,0.639283608
0.350336,0.840863386
0.3152429,0.869292679
0.3033429,1.368146308
0.2991541,0.20512003
0.2929423,0.196597054
0.2868495,0.153485784
0.2827678,0.202514287
0.2830891,0.170392164
0.2789122,0.203721886
0.3015936,0.315666277
0.2946559,0.413602525
0.2749019,0.228356898
0.2484839,0.36541934
0.2247434,0.302744972
0.2138073,0.647514376
0.2138668,0.457921394
0.2140929,0.654156168
0.2134622,0.259150662
0.2479722,0.350324357
0.2838745,0.228839937
0.3041045,0.33088202
0.3326169,0.282336555
0.3726723,0.29562014
0.3767897,1.149513119
0.330344,0.836262039
0.3108637,0.853047659
0.3038308,0.863674527
0.3028788,0.711154823
0.2981545,0.196597054
0.294763,0.153485784
0.2952033,0.202514287
0.2955127,0.170392164
0.3050446,0.203721886
0.3213476,0.315666277
0.3282139,0.413602525
0.3161116,0.228356898
0.2972501,0.36541934
0.2637873,0.302744972
0.2352273,0.647514376
0.2127839,0.457921394
0.2127006,0.654156168
0.2127958,0.259150662
0.2129981,0.350324357
0.2130457,0.228839937
0.2810542,0.33088202
0.3102806,0.282336555
0.3626644,0.29562014
0.3604986,1.149513119
0.3158379,0.836262039
0.305592,0.853047659
0.2938229,0.863674527
0.2844457,0.711154823
0.2711772,0.294162721
0.2418318,0.273886734
0.2358818,0.263051419
0.2365244,0.26326598
0.2429147,0.265518867
0.2486981,0.634026871
0.2547433,0.313687744
0.2396779,0.262515017
0.2232559,0.289335105
0.2127601,0.811683131
0.2009196,0.872940211
0.1818915,0.388140308
0.1532839,0.625229882
0.147322,0.471818981
0.153391,0.259189326
0.1899835,0.368615284
0.2125935,0.199434171
0.2602768,0.270882885
0.3001775,0.438991194
0.2910621,0.639283608
0.2596104,0.840863386
0.2379048,0.869292679
0.2211734,1.368146308
0.2132956,0.20512003
0.2137716,0.196597054
0.2138906,0.153485784
0.2141286,0.202514287
0.2155685,0.170392164
0.2198644,0.203721886
0.2280873,0.315666277
0.2282539,0.413602525
0.2216018,0.228356898
0.2127839,0.36541934
0.2099636,0.302744972
0.1983016,0.647514376
0.1624826,0.457921394
0.1413244,0.654156168
0.1413006,0.259150662
0.1651244,0.350324357
0.2053464,0.228839937
0.2146522,0.33088202
0.2927876,0.282336555
0.3172659,0.29562014
0.3554768,1.149513119
0.3467898,0.836262039
0.3364844,0.853047659
0.3165995,0.863674527
0.3103163,0.711154823
0.3094833,0.325523856
0.3050565,0.311329502
0.3058181,0.3406645
0.3023076,0.311329502
0.3160045,0.318899824
0.3505026,0.334040468
0.4140724,0.30470547
0.3951395,0.321738695
0.3217403,0.387032724
0.3086384,0.415421432
0.2879324,1.136494625
0.2653224,0.629283035
0.2505545,1.070254305
0.2282063,0.471252559
0.2220659,0.401227078
0.222292,0.433400948
0.2678809,0.398388207
0.2951319,0.451380463
0.3066987,0.71444916
0.3044377,0.630229326
0.2916928,0.643477389
0.2767702,1.102428175
0.2534462,1.003067695
0.2151877,0.387979014
0.2128315,0.275827138
0.2129505,0.240721866
0.2136526,0.272244967
0.2335732,0.260782021
0.2558857,0.270812099
0.2879205,0.369680008
0.3011533,0.6046704
0.3011533,0.684194588
0.2899078,0.260782021
0.2735096,0.153316902
0.2635255,0.125375972
0.2603839,0.13898822
0.2606457,0.250035509
0.2628591,0.189138609
0.2705346,1.121935838
0.2875635,0.641924975
0.3075912,0.37182931
0.3233587,0.296603727
0.348432,0.669865906
0.3609627,0.438457684
0.3370913,0.552370709
0.3200029,0.466398614
0.3128629,0.432009777
0.3125535,0.191287911
0.3125535,0.275827138
0.3095904,0.240721866
0.3108399,0.272244967
0.3115063,0.260782021
0.3124226,0.270812099
0.342958,0.369680008
0.4150482,0.6046704
0.3974362,0.684194588
0.3372817,0.260782021
0.3126249,0.153316902
0.3078649,0.125375972
0.3115301,0.13898822
0.3089597,0.250035509
0.3052588,0.189138609
0.3044496,1.121935838
0.3079839,0.641924975
0.3161949,0.37182931
0.3495982,0.296603727
0.4030887,0.669865906
0.4149649,0.438457684
0.3675553,0.552370709
0.3306415,0.466398614
0.3172778,0.432009777
0.3220616,0.191287911
0.3168137,0.294162721
0.3181346,0.273886734
0.3172183,0.263051419
0.3194198,0.26326598
0.3240132,0.265518867
0.3578211,0.634026871
0.3981859,0.313687744
0.3689,0.262515017
0.3331167,0.289335105
0.3201338,0.811683131
0.3125892,0.872940211
0.3087455,0.388140308
0.3046519,0.625229882
0.2996658,0.471818981
0.2969169,0.259189326
0.2971311,0.368615284
0.3095666,0.199434171
0.3246796,0.270882885
0.3618195,0.438991194
0.3660916,0.639283608
0.3388287,0.840863386
0.319753,0.869292679
0.3072342,1.368146308
0.3046638,0.20512003
0.2851716,0.294162721
0.2729146,0.273886734
0.2716532,0.263051419
0.2698682,0.26326598
0.2711891,0.265518867
0.2843267,0.634026871
0.2949415,0.313687744
0.3032239,0.262515017
0.2940609,0.289335105
0.2844219,0.811683131
0.2795191,0.872940211
0.2733668,0.388140308
0.2687139,0.625229882
0.2662625,0.471818981
0.2658103,0.259189326
0.2733668,0.368615284
0.2827202,0.199434171
0.288337,0.270882885
0.2905147,0.438991194
0.2916571,0.639283608
0.2915619,0.840863386
0.2904552,0.869292679
0.2879324,1.368146308
0.2844695,0.20512003
0.2817682,0.294162721
0.2810066,0.273886734
0.2815064,0.263051419
0.2854215,0.26326598
0.2875516,0.265518867
0.2888487,0.634026871
0.2936801,0.313687744
0.2901815,0.262515017
0.2840649,0.289335105
0.2723434,0.811683131
0.2585156,0.872940211
0.2472582,0.388140308
0.2274566,0.625229882
0.2253384,0.471818981
0.2345966,0.259189326
0.2573018,0.368615284
0.2875516,0.199434171
0.3066749,0.270882885
0.3194198,0.438991194
0.3282615,0.639283608
0.3202528,0.840863386
0.3152072,0.869292679
0.3114349,1.368146308
0.3101854,0.20512003
0.296786,0.275827138
0.2955246,0.240721866
0.2894199,0.272244967
0.2888011,0.260782021
0.2884917,0.270812099
0.2894556,0.369680008
0.2848146,0.6046704
0.2852311,0.684194588
0.2786861,0.260782021
0.252042,0.153316902
0.2567663,0.125375972
0.2199953,0.13898822
0.2131171,0.250035509
0.2117129,0.189138609
0.2136764,1.121935838
0.2199358,0.641924975
0.2820657,0.37182931
0.3015579,0.296603727
0.3191223,0.669865906
0.3261433,0.438457684
0.3211572,0.552370709
0.3191818,0.466398614
0.3180513,0.432009777
0.3067582,0.191287911
0.3056634,0.583889143
0.3061275,0.187421206
0.3078887,0.211449566
0.307734,0.212250511
0.3169089,0.165795682
0.3388049,0.219459019
0.368424,0.202639167
0.3525613,0.704831887
0.3282734,0.790533037
0.3101973,0.20904673
0.3094595,0.347610271
0.3044734,0.904267273
0.3004512,0.429306695
0.3010462,0.422098187
0.3061751,1.100498878
0.3098522,0.535832423
0.327964,0.408482116
0.3534419,0.142568268
0.4080034,0.436515203
0.4162263,0.63915437
0.3675434,0.504595555
0.3386502,0.494984211
0.328202,0.241084543
0.3178847,0.18501837
0.315945,0.294162721
0.3150644,0.273886734
0.3144337,0.263051419
0.3155404,0.26326598
0.329035,0.265518867
0.3572499,0.634026871
0.4284833,0.313687744
0.3749571,0.262515017
0.3298561,0.289335105
0.3113992,0.811683131
0.3047233,0.872940211
0.3049613,0.388140308
0.3072461,0.625229882
0.3063417,0.471818981
0.3080077,0.259189326
0.3115777,0.368615284
0.3198482,0.199434171
0.3346399,0.270882885
0.3591658,0.438991194
0.3616172,0.639283608
0.3378529,0.840863386
0.3231326,0.869292679
0.3098284,1.368146308
0.3101259,0.20512003
0.3055682,0.196597054
0.3046043,0.153485784
0.3018673,0.202514287
0.3048542,0.170392164
0.3101616,0.203721886
0.3337593,0.315666277
0.3653062,0.413602525
0.3401972,0.228356898
0.3220378,0.36541934
0.3207645,0.302744972
0.3179204,0.647514376
0.3110779,0.457921394
0.308091,0.654156168
0.3038546,0.259150662
0.3088288,0.350324357
0.3093167,0.228839937
0.3158379,0.33088202
0.3336165,0.282336555
0.3736719,0.29562014
0.3834775,1.149513119
0.3569643,0.836262039
0.3381028,0.853047659
0.3201338,0.863674527
0.3121489,0.711154823
0.3079839,0.196597054
0.3048542,0.153485784
0.3032834,0.202514287
0.3023195,0.170392164
0.3127677,0.203721886
0.3346875,0.315666277
0.3663534,0.413602525
0.3469088,0.228356898
0.3223829,0.36541934
0.3079958,0.302744972
0.3058419,0.647514376
0.3007487,0.457921394
0.2945012,0.654156168
0.2918118,0.259150662
0.2952747,0.350324357
0.2994278,0.228839937
0.3078411,0.33088202
0.3260362,0.282336555
0.380681,0.29562014
0.394009,1.149513119
0.3480988,0.836262039
0.3214904,0.853047659
0.3076745,0.863674527
0.3078292,0.711154823
0.3008439,0.275827138
0.3016769,0.240721866
0.3009272,0.272244967
0.3045329,0.260782021
0.312375,0.270812099
0.3240489,0.369680008
0.3366153,0.6046704
0.3270953,0.684194588
0.3092691,0.260782021
0.3053778,0.153316902
0.2995944,0.125375972
0.2965004,0.13898822
0.2945845,0.250035509
0.2905742,0.189138609
0.2959887,1.121935838
0.2981069,0.641924975
0.3085313,0.37182931
0.3255721,0.296603727
0.3697449,0.669865906
0.3812641,0.438457684
0.3436839,0.552370709
0.3231088,0.466398614
0.3178133,0.432009777
0.320229,0.191287911
0.3185749,0.275827138
0.315826,0.240721866
0.3187296,0.272244967
0.317135,0.260782021
0.3147431,0.270812099
0.3152191,0.369680008
0.3068415,0.6046704
0.2944774,0.684194588
0.2830772,0.260782021
0.2556477,0.153316902
0.2228156,0.125375972
0.2128196,0.13898822
0.2127125,0.250035509
0.2127839,0.189138609
0.2127839,1.121935838
0.2365244,0.641924975
0.2867781,0.37182931
0.3153381,0.296603727
0.3554649,0.669865906
0.3463852,0.438457684
0.3139339,0.552370709
0.3031049,0.466398614
0.2904076,0.432009777
0.279888,0.191287911
0.2676905,0.275827138
0.2599079,0.240721866
0.2503284,0.272244967
0.2456279,0.260782021
0.2437834,0.270812099
0.2245887,0.369680008
0.2129029,0.6046704
0.2127006,0.684194588
0.2115701,0.260782021
0.1929942,0.153316902
0.1690871,0.125375972
0.1413244,0.13898822
0.1412768,0.250035509
0.1353625,0.189138609
0.1503922,1.121935838
0.1848784,0.641924975
0.2127601,0.37182931
0.2429861,0.296603727
0.2953223,0.669865906
0.3049494,0.438457684
0.3062703,0.552370709
0.2987138,0.466398614
0.2924425,0.432009777
0.2879324,0.191287911
0.2842434,0.301564381
0.2829106,0.262652848
0.2871113,0.304482746
0.3041997,0.265571213
0.3141481,0.297673228
0.3346161,0.278217461
0.3531444,0.496122046
0.332605,0.823951712
0.3022362,0.782121814
0.2832438,1.068121582
0.2561713,0.604101551
0.2558381,0.577836266
0.255136,0.567135594
0.2528036,0.687761347
0.2551122,0.342421491
0.2695231,1.129407247
0.3148264,0.555462134
0.3374126,0.664414427
0.4270315,0.661496062
0.4562222,0.615775011
0.3419584,0.677060675
0.316659,0.88912853
0.3093524,0.777257873
0.3005583,0.456237725
0.2922402,0.294162721
0.2965718,0.273886734
0.2960839,0.263051419
0.2960839,0.26326598
0.3065202,0.265518867
0.3257744,0.634026871
0.3341044,0.313687744
0.3180513,0.262515017
0.3044139,0.289335105
0.2866353,0.811683131
0.2688329,0.872940211
0.2461634,0.388140308
0.2262309,0.625229882
0.2246839,0.471818981
0.2355605,0.259189326
0.2673335,0.368615284
0.2924544,0.199434171
0.3153619,0.270882885
0.3579758,0.438991194
0.3703518,0.639283608
0.3179442,0.840863386
0.3055682,0.869292679
0.302855,1.368146308
0.2922878,0.20512003
0.278341,0.275827138
0.2726528,0.240721866
0.265132,0.272244967
0.2696778,0.260782021
0.265965,0.270812099
0.2633351,0.369680008
0.2461991,0.6046704
0.2228394,0.684194588
0.2127958,0.260782021
0.2116296,0.153316902
0.1651244,0.125375972
0.1034229,0.13898822
0.0699839,0.250035509
0.0699006,0.189138609
0.1176077,1.121935838
0.177072,0.641924975
0.2114273,0.37182931
0.2310147,0.296603727
0.2727599,0.669865906
0.2722839,0.438457684
0.2532558,0.552370709
0.2483887,0.466398614
0.2389639,0.432009777
0.2301103,0.191287911
0.2258025,0.294162721
0.2246839,0.273886734
0.2220659,0.263051419
0.2254336,0.26326598
0.2509353,0.265518867
0.2993207,0.634026871
0.3059371,0.313687744
0.2876349,0.262515017
0.2502094,0.289335105
0.2188529,0.811683131
0.2126887,0.872940211
0.2107252,0.388140308
0.2077978,0.625229882
0.2127244,0.471818981
0.2111298,0.259189326
0.2175915,0.368615284
0.2784243,0.199434171
0.3094357,0.270882885
0.3174563,0.438991194
0.3141005,0.639283608
0.3107328,0.840863386
0.3058538,0.869292679
0.2972977,1.368146308
0.2864449,0.20512003
0.2831605,0.275827138
0.2817444,0.240721866
0.2823989,0.272244967
0.2831605,0.260782021
0.2950962,0.270812099
0.3124583,0.369680008
0.3144932,0.6046704
0.3226328,0.684194588
0.3178014,0.260782021
0.3055444,0.153316902
0.2991541,0.125375972
0.2890748,0.13898822
0.2833866,0.250035509
0.2842434,0.189138609
0.289765,1.121935838
0.298809,0.641924975
0.3074484,0.37182931
0.318563,0.296603727
0.338317,0.669865906
0.3555125,0.438457684
0.3412444,0.552370709
0.3240013,0.466398614
0.3146003,0.432009777
0.3208359,0.191287911
0.317254,0.275827138
0.3154333,0.240721866
0.3171707,0.272244967
0.3206455,0.260782021
0.3298085,0.270812099
0.32487,0.369680008
0.3199077,0.6046704
0.3061751,0.684194588
0.2870161,0.260782021
0.2617762,0.153316902
0.2498881,0.125375972
0.2424506,0.13898822
0.2300746,0.250035509
0.2286585,0.189138609
0.2437596,1.121935838
0.2884917,0.641924975
0.3072223,0.37182931
0.3294158,0.296603727
0.3578687,0.669865906
0.3739099,0.438457684
0.3479203,0.552370709
0.3201933,0.466398614
0.3122679,0.432009777
0.3205741,0.191287911
0.3137197,0.294162721
0.3121727,0.273886734
0.308567,0.263051419
0.3017245,0.26326598
0.2974286,0.265518867
0.2867543,0.634026871
0.2783291,0.313687744
0.2619666,0.262515017
0.2438667,0.289335105
0.2233154,0.811683131
0.2133075,0.872940211
0.2127839,0.388140308
0.2127363,0.625229882
0.2116296,0.471818981
0.2126649,0.259189326
0.2127839,0.368615284
0.2508639,0.199434171
0.3157189,0.270882885
0.3273095,0.438991194
0.3459687,0.639283608
0.3407446,0.840863386
0.3302845,0.869292679
0.3183012,1.368146308
0.3113873,0.20512003
0.307496,0.583889143
0.3084718,0.187421206
0.3079244,0.211449566
0.309995,0.212250511
0.3184321,0.165795682
0.340221,0.219459019
0.3677933,0.202639167
0.3333904,0.704831887
0.3186939,0.790533037
0.3093048,0.20904673
0.3034976,0.347610271
0.3035333,0.904267273
0.3016888,0.429306695
0.301903,0.422098187
0.3093048,1.100498878
0.3099117,0.535832423
0.3238823,0.408482116
0.3417442,0.142568268
0.3753974,0.436515203
0.384132,0.63915437
0.3412801,0.504595555
0.3253341,0.494984211
0.3132437,0.241084543
0.3100426,0.18501837
0.3069962,0.275827138
0.3046876,0.240721866
0.307972,0.272244967
0.3080791,0.260782021
0.3104353,0.270812099
0.3304035,0.369680008
0.3576069,0.6046704
0.3468493,0.684194588
0.3219664,0.260782021
0.3141838,0.153316902
0.3092691,0.125375972
0.3017126,0.13898822
0.2965956,0.250035509
0.2907646,0.189138609
0.3009034,1.121935838
0.3116967,0.641924975
0.3208597,0.37182931
0.3387573,0.296603727
0.3720654,0.669865906
0.3925334,0.438457684
0.3580115,0.552370709
0.3338069,0.466398614
0.3177657,0.432009777
0.3127082,0.191287911
0.3089835,0.294162721
0.3090311,0.273886734
0.3109232,0.263051419
0.3109351,0.26326598
0.319396,0.265518867
0.3406851,0.634026871
0.3543463,0.313687744
0.3438267,0.262515017
0.3227518,0.289335105
0.3144099,0.811683131
0.3073651,0.872940211
0.2995706,0.388140308
0.294644,0.625229882
0.2920141,0.471818981
0.2924544,0.259189326
0.3028907,0.368615284
0.3211929,0.199434171
0.3395189,0.270882885
0.3645565,0.438991194
0.3727437,0.639283608
0.3492174,0.840863386
0.3276665,0.869292679
0.3174563,1.368146308
0.3170279,0.20512003
0.3175753,0.294162721
0.3115182,0.273886734
0.3114944,0.263051419
0.3184916,0.26326598
0.320348,0.265518867
0.3176586,0.634026871
0.3087574,0.313687744
0.2907646,0.262515017
0.2405585,0.289335105
0.2188172,0.811683131
0.2121651,0.872940211
0.2117367,0.388140308
0.2111774,0.625229882
0.2103682,0.471818981
0.2116772,0.259189326
0.2135931,0.368615284
0.2895151,0.199434171
0.3195507,0.270882885
0.3411254,0.438991194
0.370804,0.639283608
0.3599512,0.840863386
0.3317125,0.869292679
0.3172064,1.368146308
0.3224186,0.20512003
0.3138506,0.275827138
0.3044972,0.240721866
0.3014151,0.272244967
0.3017721,0.260782021
0.3204194,0.270812099
0.3498719,0.369680008
0.3430532,0.6046704
0.3265479,0.684194588
0.292978,0.260782021
0.2375835,0.153316902
0.2161992,0.125375972
0.2134027,0.13898822
0.2128077,0.250035509
0.2128077,0.189138609
0.2370837,1.121935838
0.2906813,0.641924975
0.3149811,0.37182931
0.3388168,0.296603727
0.3749333,0.669865906
0.4159407,0.438457684
0.3749928,0.552370709
0.3375792,0.466398614
0.3224543,0.432009777
0.3279283,0.191287911
0.3248581,0.275827138
0.3199196,0.240721866
0.318801,0.272244967
0.3197768,0.260782021
0.3207169,0.270812099
0.3159807,0.369680008
0.3077935,0.6046704
0.2799832,0.684194588
0.2208759,0.260782021
0.2127839,0.153316902
0.2003246,0.125375972
0.187544,0.13898822
0.1866158,0.250035509
0.1839502,0.189138609
0.1991465,1.121935838
0.212296,0.641924975
0.2517802,0.37182931
0.3101616,0.296603727
0.3337831,0.669865906
0.3585589,0.438457684
0.3359251,0.552370709
0.3154333,0.466398614
0.2941442,0.432009777
0.290717,0.191287911
0.2776389,0.294162721
0.2657627,0.273886734
0.2618357,0.263051419
0.2679166,0.26326598
0.2645489,0.265518867
0.2337398,0.634026871
0.218484,0.313687744
0.2155804,0.262515017
0.2094519,0.289335105
0.1830339,0.811683131
0.1299123,0.872940211
0.0937125,0.388140308
0.0515984,0.625229882
0.0546924,0.471818981
0.1115387,0.259189326
0.1770839,0.368615284
0.2112012,0.199434171
0.2395589,0.270882885
0.2936325,0.438991194
0.3029145,0.639283608
0.2821133,0.840863386
0.2658579,0.869292679
0.2551598,1.368146308
0.2447235,0.20512003
0.2435811,0.301564381
0.2433788,0.262652848
0.2421769,0.304482746
0.2449139,0.265571213
0.2600031,0.297673228
0.3079482,0.278217461
0.3396379,0.496122046
0.3061632,0.823951712
0.2645608,0.782121814
0.2251361,1.068121582
0.2116296,0.604101551
0.2095828,0.577836266
0.2100826,0.567135594
0.2098565,0.687761347
0.2119152,0.342421491
0.2128672,1.129407247
0.2782458,0.555462134
0.3116967,0.664414427
0.3867381,0.661496062
0.3781939,0.615775011
0.3183369,0.677060675
0.2955484,0.88912853
0.2754969,0.777257873
0.2705941,0.456237725
0.2644656,0.294162721
0.2548504,0.273886734
0.2533391,0.263051419
0.247163,0.26326598
0.2750804,0.265518867
0.2983211,0.634026871
0.3048066,0.313687744
0.2740689,0.262515017
0.2194955,0.289335105
0.2100112,0.811683131
0.1995511,0.872940211
0.1695512,0.388140308
0.1616734,0.625229882
0.1655885,0.471818981
0.1891505,0.259189326
0.2092972,0.368615284
0.2127363,0.199434171
0.2648345,0.270882885
0.3126249,0.438991194
0.3240132,0.639283608
0.3037118,0.840863386
0.2667504,0.869292679
0.2457588,1.368146308
0.2491503,0.20512003
0.2512685,0.275827138
0.2596461,0.240721866
0.2625259,0.272244967
0.2579563,0.260782021
0.2756992,0.270812099
0.3139458,0.369680008
0.3176943,0.6046704
0.3132794,0.684194588
0.2704037,0.260782021
0.2215423,0.153316902
0.2126887,0.125375972
0.2009434,0.13898822
0.1994797,0.250035509
0.200991,0.189138609
0.2126768,1.121935838
0.2148426,0.641924975
0.2488766,0.37182931
0.3004393,0.296603727
0.3332595,0.669865906
0.3439219,0.438457684
0.3125059,0.552370709
0.2885155,0.466398614
0.2707012,0.432009777
0.2736405,0.191287911
0.2696183,0.275827138
0.2599317,0.240721866
0.271677,0.272244967
0.2656675,0.260782021
0.2812089,0.270812099
0.3095904,0.369680008
0.3267978,0.6046704
0.3115301,0.684194588
0.2759729,0.260782021
0.2264689,0.153316902
0.2128791,0.125375972
0.2127601,0.13898822
0.211939,0.250035509
0.2125935,0.189138609
0.2127958,1.121935838
0.2246839,0.641924975
0.2662744,0.37182931
0.3019863,0.296603727
0.3270953,0.669865906
0.3435768,0.438457684
0.317373,0.552370709
0.3110422,0.466398614
0.2951081,0.432009777
0.2955127,0.191287911
0.2879919,0.275827138
0.2880157,0.240721866
0.2871351,0.272244967
0.289408,0.260782021
0.2880395,0.270812099
0.3124226,0.369680008
0.3317125,0.6046704
0.3254888,0.684194588
0.3007249,0.260782021
0.2894913,0.153316902
0.2811018,0.125375972
0.2581348,0.13898822
0.2463895,0.250035509
0.2503879,0.189138609
0.2574089,1.121935838
0.274771,0.641924975
0.2967265,0.37182931
0.2959411,0.296603727
0.3257744,0.669865906
0.3412325,0.438457684
0.3260957,0.552370709
0.319158,0.466398614
0.3087574,0.432009777
0.2931684,0.191287911
0.2884798,0.275827138
0.2887297,0.240721866
0.2903481,0.272244967
0.2949058,0.260782021
0.2990708,0.270812099
0.2982973,0.369680008
0.296548,0.6046704
0.2887773,0.684194588
0.2691423,0.260782021
0.2240056,0.153316902
0.2136288,0.125375972
0.2127601,0.13898822
0.2112369,0.250035509
0.2094638,0.189138609
0.2104991,1.121935838
0.2127363,0.641924975
0.2730693,0.37182931
0.3102568,0.296603727
0.3436125,0.669865906
0.3694593,0.438457684
0.3588921,0.552370709
0.3276427,0.466398614
0.3158379,0.432009777
0.320705,0.191287911
0.3187653,0.275827138
0.3182893,0.240721866
0.3162068,0.272244967
0.3152786,0.260782021
0.3086503,0.270812099
0.3027122,0.369680008
0.2963695,0.6046704
0.2686663,0.684194588
0.2194479,0.260782021
0.2127482,0.153316902
0.2125697,0.125375972
0.2103325,0.13898822
0.203966,0.250035509
0.1947792,0.189138609
0.2008839,1.121935838
0.2082738,0.641924975
0.2127125,0.37182931
0.2891462,0.296603727
0.319396,0.669865906
0.3480393,0.438457684
0.3589873,0.552370709
0.3340806,0.466398614
0.3152905,0.432009777
0.321181,0.191287911
0.3111255,0.301564381
0.3159926,0.262652848
0.315231,0.304482746
0.3177538,0.265571213
0.3216213,0.297673228
0.3374007,0.278217461
0.338555,0.496122046
0.2987495,0.823951712
0.2518159,0.782121814
0.2275518,1.068121582
0.2199953,0.604101551
0.2156518,0.577836266
0.2127839,0.567135594
0.2123912,0.687761347
0.2127006,0.342421491
0.213843,1.129407247
0.2891462,0.555462134
0.3150525,0.664414427
0.3480036,0.661496062
0.3745049,0.615775011
0.3559766,0.677060675
0.3277736,0.88912853
