electrical_load,thermal_load,temperature
10.53424763,16.312753599999997,2.2
6.258605785,18.2411424,2.7
5.555389478,15.953662399999999,3.3
2.883472022,28.6875888,3.8
5.244470194,20.9636752,3.8
18.00395915,13.3070912,4.3
8.917203153,14.6674944,4.3
13.53253214,14.023547200000001,2.6
6.761869781,12.017470399999999,2.2
15.90312164,19.6740544,2.6
21.32885596,15.66708,2.7
14.39984466,18.0287952,2.8
13.12595821,13.0205088,2.7
5.303517158,29.189971200000002,2.4
3.333484096,1.001312,2.5
5.238853393,12.017470399999999,2.3
6.240409039,14.0218208,1.9
4.996161328,15.024859199999998,2.3
7.214255899,16.0261712,2.3
3.011488711,17.0274832,2.6
3.703897746,56.15806559999999,2.5
6.108617448,20.031419200000002,1.7
1.94443807,18.601960000000002,1.9
4.793892223,14.6674944,3.0
10.89792167,16.312753599999997,3.4
12.94012025,18.2411424,3.5
22.34624598,15.953662399999999,3.8
6.649453675,28.6875888,3.8
7.784412669,20.9636752,3.5
5.820377515,13.3070912,3.2
12.67294196,14.6674944,3.1
8.515911151,14.023547200000001,2.4
15.01252411,12.017470399999999,2.8
16.78101236,19.6740544,2.3
23.91518197,15.66708,2.5
20.71423936,18.0287952,2.8
11.88109467,13.0205088,2.2
5.623292341,29.189971200000002,2.1
4.402205859,1.001312,1.3
7.01835349,30.557280000000002,1.5
5.844247866,28.7065792,1.2
9.226271428,32.4097072,0.5
4.597677918,33.336784,0.1
4.402195921,27.781228799999997,-0.4
7.059713679,33.336784,-0.4
8.02257732,32.411433599999995,-0.8
8.002292069,31.4843568,-0.4
11.02952709,36.1145616,-0.4
8.620348475,67.39175039999999,0.7
4.841624826,44.4513472,2.3
7.955458371,58.6561664,3.5
7.050484999,43.4811104,4.8
16.27527579,44.8915792,5.7
10.69398116,41.670116799999995,5.8
7.70042828,39.8176896,6.0
6.410871834,39.8176896,5.0
6.337576503,37.9669888,4.9
9.783968768,40.74304000000001,4.5
15.34435784,40.701606399999996,4.3
16.50619244,55.479590400000006,4.2
29.46911884,41.1867248,4.3
14.66248731,40.74304000000001,4.2
8.660860842,37.039911999999994,4.5
7.975652242,44.3304992,4.2
9.138076543,37.3489376,4.5
4.89021691,40.1508848,3.9
5.452160623,38.4054944,3.2
3.961785481,43.962776,4.6
5.733744438,45.3387168,3.5
3.697236363,45.568328,3.6
5.881545215,45.70644,3.4
3.09149088,54.3418928,3.6
4.918797558,52.689727999999995,3.4
9.619274874,44.3304992,3.6
7.168671749,36.660104,4.1
7.079928854,43.64166559999999,4.2
14.93650402,38.402041600000004,4.6
8.367460005,47.1324464,4.4
7.418931647,46.0758896,4.4
5.429793036,54.802841599999994,4.5
8.694182605,51.6314448,4.4
14.46048528,51.9542816,5.3
8.110293008,48.142390400000004,4.9
10.07783164,27.929699199999995,4.8
19.35898035,27.561975999999998,4.8
9.303715876,39.4119856,4.9
13.66443874,43.6399392,4.8
5.308421835,44.3304992,5.1
2.589589604,37.3489376,4.9
5.973272225,40.1508848,5.0
7.672379796,38.4054944,4.8
4.019403301,43.962776,4.9
4.803952555,45.3387168,5.0
6.364715593,45.568328,4.8
9.318894817,45.70644,4.4
5.16944454,54.3418928,4.4
16.85219968,52.689727999999995,4.7
7.316590871,44.3304992,5.9
6.795809934,36.660104,6.1
5.133866674,43.64166559999999,7.6
10.10735017,38.402041600000004,7.7
45.93582879,47.1324464,7.6
7.968521022,46.0758896,7.6
6.771887544,54.802841599999994,7.2
19.09129474,51.6314448,7.3
11.53691999,51.9542816,7.1
19.65007052,48.142390400000004,7.0
10.50794056,27.929699199999995,5.5
7.511765441,27.561975999999998,5.5
12.19426174,39.4119856,5.0
8.681761683,43.6399392,4.9
9.48956475,44.3304992,4.4
3.722400082,37.3489376,4.5
5.825962569,40.1508848,4.0
6.389847907,38.4054944,3.6
5.352171929,43.962776,3.4
2.45340142,45.3387168,3.0
6.483943974,45.568328,2.8
5.262019182,45.70644,2.6
2.243811505,54.3418928,2.5
9.835778393,52.689727999999995,2.5
5.735284243,44.3304992,3.0
11.617626,36.660104,3.9
19.50403911,43.64166559999999,5.1
18.39752928,38.402041600000004,5.7
14.27205844,47.1324464,6.7
9.913051335,46.0758896,5.3
10.42542689,54.802841599999994,3.8
10.12365786,51.6314448,3.5
13.44922472,51.9542816,3.0
10.31205814,48.142390400000004,3.0
9.135617819,27.929699199999995,2.8
22.49327518,27.561975999999998,3.0
5.62571499,39.4119856,2.8
7.642503528,43.6399392,2.8
10.30934028,44.3304992,2.8
8.265723123,37.3489376,2.7
2.617185166,40.1508848,2.9
8.935654657,38.4054944,2.7
3.64406185,43.962776,2.7
4.150498408,45.3387168,3.0
3.944373266,45.568328,3.0
8.164638399,45.70644,2.7
3.632065007,54.3418928,2.7
11.46044771,52.689727999999995,3.3
4.877320421,44.3304992,4.3
2.167466706,36.660104,5.3
2.301563817,43.64166559999999,6.1
2.492689231,38.402041600000004,7.1
3.640776483,47.1324464,7.3
11.33853735,46.0758896,7.1
8.930842449,54.802841599999994,6.7
11.52694555,51.6314448,6.8
10.79621334,51.9542816,6.8
7.806589495,48.142390400000004,6.8
8.612199166,27.929699199999995,6.9
8.919896603,27.561975999999998,7.2
5.813200281,39.4119856,7.8
5.70281124,43.6399392,8.1
2.228033359,44.3304992,7.9
2.764560981,37.3489376,8.2
2.826146575,40.1508848,7.8
8.630292193,38.4054944,8.2
3.78987114,43.962776,7.6
4.440382269,45.3387168,7.9
1.623181256,45.568328,7.6
3.239991353,45.70644,8.0
1.244861363,54.3418928,7.3
7.758170182,52.689727999999995,7.1
8.687742723,44.3304992,6.6
12.24605624,36.660104,6.6
15.687435,43.64166559999999,6.6
15.48447913,38.402041600000004,6.6
5.690870728,47.1324464,6.3
9.423618543,46.0758896,5.4
12.79734778,54.802841599999994,4.6
9.047087135,51.6314448,4.8
3.94747296,51.9542816,4.9
11.79300577,48.142390400000004,4.6
12.23392107,27.929699199999995,4.5
10.54968645,27.561975999999998,4.7
12.95385514,39.4119856,4.4
4.758089514,43.6399392,4.3
7.582833328,44.3304992,3.7
10.7958755,37.3489376,3.7
9.671383174,40.1508848,3.7
10.30895955,38.4054944,3.6
10.71710273,43.962776,3.3
4.85900748,45.3387168,3.4
3.694511312,45.568328,3.3
7.631885851,45.70644,3.2
6.117625095,54.3418928,3.5
7.734125411,52.689727999999995,4.2
11.04149226,44.3304992,5.8
4.956573958,36.660104,6.7
13.43409663,43.64166559999999,7.3
8.822551875,38.402041600000004,7.2
3.332034827,47.1324464,7.4
2.38634028,46.0758896,6.7
4.394285083,54.802841599999994,6.3
6.19894409,51.6314448,6.5
4.206267701,51.9542816,6.9
5.195580938,48.142390400000004,7.4
24.67919737,27.929699199999995,7.6
12.09726439,27.561975999999998,7.6
9.343508167,39.4119856,8.2
14.16987473,43.6399392,8.5
8.627535438,30.557280000000002,9.0
4.94200272,28.7065792,8.9
3.15509318,32.4097072,8.9
5.250267937,33.336784,8.9
9.405193165,27.781228799999997,9.3
6.062858416,33.336784,8.8
7.178297799,32.411433599999995,9.1
2.443195255,31.4843568,8.8
3.658871274,36.1145616,8.4
15.05370826,67.39175039999999,8.2
10.5539306,44.4513472,8.1
13.3763957,58.6561664,8.5
10.07846819,43.4811104,9.2
11.57660433,44.8915792,9.0
4.754915869,41.670116799999995,9.1
7.562617868,39.8176896,9.4
7.110543476,39.8176896,8.8
11.33106461,37.9669888,8.1
11.25241323,40.74304000000001,7.3
16.79132186,40.701606399999996,6.9
9.976200495,55.479590400000006,6.4
9.27310365,41.1867248,6.4
8.429832259,40.74304000000001,6.3
5.27335808,37.039911999999994,6.0
8.029956318,44.3304992,6.4
3.62503258,37.3489376,6.5
3.670746165,40.1508848,6.8
8.340392496,38.4054944,6.7
7.974171705,43.962776,6.6
5.254105114,45.3387168,6.3
3.420645207,45.568328,6.4
6.326349375,45.70644,5.8
6.376546425,54.3418928,5.6
11.31334777,52.689727999999995,5.9
5.771677379,44.3304992,6.9
24.75529596,36.660104,7.4
21.68212832,43.64166559999999,8.0
14.02716302,38.402041600000004,8.1
8.880290407,47.1324464,8.5
7.204256496,46.0758896,7.7
4.083640079,54.802841599999994,7.3
11.98199209,51.6314448,7.2
7.990980808,51.9542816,7.5
7.377121503,48.142390400000004,7.7
6.36922873,27.929699199999995,7.2
8.156339783,27.561975999999998,7.8
14.79415158,39.4119856,8.0
7.44133887,43.6399392,8.3
9.540402787,44.3304992,8.9
4.723184639,37.3489376,8.9
6.931487881,40.1508848,8.9
2.7219943,38.4054944,9.0
8.696965624,43.962776,9.2
5.405333318,45.3387168,9.5
5.984513737,45.568328,9.3
7.04922662,45.70644,10.2
10.32509019,54.3418928,9.4
5.547045621,52.689727999999995,9.5
8.192604038,44.3304992,8.7
7.84031459,36.660104,8.6
8.296425707,43.64166559999999,8.0
11.27323604,38.402041600000004,8.2
23.44414091,47.1324464,7.9
27.5882336,46.0758896,8.1
21.07640342,54.802841599999994,8.4
25.15916409,51.6314448,10.2
13.05972641,51.9542816,12.0
17.87474003,48.142390400000004,12.8
11.72526725,27.929699199999995,12.7
5.633472481,27.561975999999998,13.4
10.44182536,39.4119856,13.5
7.328035401,43.6399392,13.0
10.50831928,44.3304992,11.2
7.540448459,37.3489376,9.8
3.150462252,40.1508848,9.5
6.334575251,38.4054944,9.5
3.542183223,43.962776,9.0
7.760346113,45.3387168,7.9
2.043697149,45.568328,7.9
4.570670853,45.70644,7.3
6.415779311,54.3418928,6.1
5.776069325,52.689727999999995,6.3
6.525455864,44.3304992,7.0
18.12706844,36.660104,7.1
23.15697739,43.64166559999999,7.8
14.17552963,38.402041600000004,7.7
6.319160757,47.1324464,8.2
5.738234074,46.0758896,8.6
5.792801101,54.802841599999994,7.4
13.60308336,51.6314448,6.6
10.37746394,51.9542816,6.6
10.37342256,48.142390400000004,6.5
9.434015925,27.929699199999995,6.5
12.55620486,27.561975999999998,7.0
13.73218678,39.4119856,6.8
6.971461155,43.6399392,6.9
9.35506939,44.3304992,6.9
4.633541292,37.3489376,6.7
7.293873884,40.1508848,6.1
8.313173274,38.4054944,6.1
3.417363895,43.962776,6.5
11.17839906,45.3387168,5.4
4.109338411,45.568328,5.5
4.988313539,45.70644,5.9
5.848815193,54.3418928,6.1
13.57165412,52.689727999999995,6.0
11.65030428,44.3304992,5.2
11.62102153,36.660104,6.1
20.55290615,43.64166559999999,6.3
16.0479777,38.402041600000004,6.8
9.910529225,47.1324464,6.7
6.549830784,46.0758896,7.0
12.77804048,54.802841599999994,6.9
7.805330213,51.6314448,6.6
9.122144434,51.9542816,6.3
13.30030775,48.142390400000004,5.9
10.65340255,27.929699199999995,5.0
8.710280232,27.561975999999998,5.1
10.70323594,39.4119856,5.5
10.53844896,43.6399392,5.9
3.668515798,44.3304992,5.5
6.225561171,37.3489376,5.3
3.995293431,40.1508848,5.3
5.087226803,38.4054944,5.5
10.10659186,43.962776,4.9
6.071894002,45.3387168,4.0
5.739227561,45.568328,3.4
8.563719765,45.70644,3.3
7.554488433,54.3418928,3.1
27.93964242,52.689727999999995,3.3
9.859407683,44.3304992,3.3
6.423320598,36.660104,3.6
6.473244277,43.64166559999999,4.1
3.785845095,38.402041600000004,4.6
25.9760988,47.1324464,4.8
16.88352399,46.0758896,5.2
10.1471948,54.802841599999994,5.3
15.76132967,51.6314448,5.6
11.51316966,51.9542816,6.0
6.334597165,48.142390400000004,8.3
8.250938034,27.929699199999995,8.2
21.30354671,27.561975999999998,10.6
9.126702244,39.4119856,12.5
9.59782267,43.6399392,12.5
6.949300256,44.3304992,12.6
4.429569449,37.3489376,12.7
5.013229233,40.1508848,12.5
3.984842108,38.4054944,12.7
4.132094876,43.962776,12.7
1.953653029,45.3387168,12.8
6.412193279,45.568328,12.9
1.344673262,45.70644,12.8
9.653228576,54.3418928,12.4
7.506273734,52.689727999999995,12.1
13.05579942,44.3304992,12.2
1.823172974,36.660104,12.8
5.412439156,43.64166559999999,13.0
7.839762176,38.402041600000004,12.6
1.655102015,47.1324464,12.7
6.647987336,46.0758896,12.3
2.470150199,54.802841599999994,11.3
9.696090051,51.6314448,9.3
9.203405853,51.9542816,6.8
2.706079678,48.142390400000004,5.7
7.498149051,27.929699199999995,1.3
5.479993692,27.561975999999998,1.2
8.399780134,39.4119856,1.7
9.421981021,43.6399392,2.5
8.919336661,30.557280000000002,3.3
8.649929002,28.7065792,3.2
6.929555035,32.4097072,2.9
7.469561004,33.336784,2.4
4.275631184,27.781228799999997,1.6
6.213611265,33.336784,1.5
4.889360954,32.411433599999995,1.5
5.509236109,31.4843568,1.5
6.557826166,36.1145616,1.8
4.785939827,67.39175039999999,1.8
15.62332744,44.4513472,2.6
11.46653934,58.6561664,3.1
9.075245786,43.4811104,3.5
4.023320362,44.8915792,3.6
6.035037588,41.670116799999995,3.7
2.859952779,39.8176896,3.6
8.045105772,39.8176896,3.0
6.012004026,37.9669888,3.0
6.098377976,40.74304000000001,2.8
10.20707582,40.701606399999996,3.4
11.01449569,55.479590400000006,4.6
8.331633619,41.1867248,3.6
4.915778417,40.74304000000001,3.1
18.36255338,37.039911999999994,2.5
5.986023718,44.3304992,4.0
5.453542468,37.3489376,5.0
6.531863135,40.1508848,5.1
7.60036747,38.4054944,6.9
5.363619487,43.962776,7.9
7.80835963,45.3387168,8.7
10.54443973,45.568328,8.3
4.720382744,45.70644,9.1
8.168923179,54.3418928,9.4
4.627813688,52.689727999999995,10.1
7.090979492,44.3304992,9.8
6.850568456,36.660104,10.7
3.334563482,43.64166559999999,10.5
14.95981462,38.402041600000004,9.6
12.45345086,47.1324464,9.8
12.64368593,46.0758896,10.0
9.348835965,54.802841599999994,9.4
9.576888889,51.6314448,8.5
8.59819087,51.9542816,8.3
9.285255771,48.142390400000004,8.1
6.046088403,27.929699199999995,8.1
11.30057179,27.561975999999998,8.3
11.38424852,39.4119856,7.9
14.79950677,43.6399392,7.2
9.672048785,44.3304992,6.2
3.191088142,37.3489376,5.2
2.661295317,40.1508848,4.6
5.236955092,38.4054944,4.6
3.991843251,43.962776,4.8
3.745044254,45.3387168,5.0
7.425867518,45.568328,5.0
7.548234822,45.70644,5.1
2.266580262,54.3418928,4.1
9.741625647,52.689727999999995,4.7
15.91631574,44.3304992,4.9
27.77170807,36.660104,5.3
39.3661007,43.64166559999999,5.8
31.89838295,38.402041600000004,5.9
16.78058138,47.1324464,5.6
91.86873515,46.0758896,5.2
15.04164927,54.802841599999994,5.1
11.85413636,51.6314448,4.7
8.982547129,51.9542816,3.6
14.81539179,48.142390400000004,3.3
20.26015264,27.929699199999995,2.9
2.840470158,27.561975999999998,1.1
7.693884922,39.4119856,0.5
10.89017178,43.6399392,0.6
9.949996643,44.3304992,-0.1
9.487785782,37.3489376,-0.4
1.338317572,40.1508848,-0.5
3.031360369,38.4054944,-0.4
3.666392433,43.962776,-0.2
5.597576242,45.3387168,0.3
9.931324606,45.568328,1.0
5.629567049,45.70644,0.7
3.341000348,54.3418928,0.6
7.393567934,52.689727999999995,1.2
6.511573194,44.3304992,2.2
13.80919758,36.660104,3.7
4.615916299,43.64166559999999,5.4
2.503257213,38.402041600000004,5.3
17.36030904,47.1324464,6.2
10.48515137,46.0758896,6.0
8.887423491,54.802841599999994,5.3
10.26113477,51.6314448,4.1
23.450544,51.9542816,2.6
12.33620544,48.142390400000004,3.2
13.55570308,27.929699199999995,3.1
0.994314069,27.561975999999998,2.7
10.27549298,39.4119856,2.1
7.406512683,43.6399392,1.6
10.19068063,44.3304992,0.9
5.537549068,37.3489376,0.8
4.657519094,40.1508848,0.5
3.667533342,38.4054944,0.4
3.885487278,43.962776,0.2
1.766310127,45.3387168,0.3
2.964661544,45.568328,-0.1
7.07786342,45.70644,0.3
9.289269797,54.3418928,0.3
21.53260779,52.689727999999995,0.8
24.68728183,44.3304992,1.6
16.50199475,36.660104,2.9
12.09145595,43.64166559999999,4.1
8.479692593,38.402041600000004,3.8
9.822093596,47.1324464,4.9
1.949640127,46.0758896,4.3
8.029787829,54.802841599999994,3.6
10.85080604,51.6314448,2.8
12.22214388,51.9542816,1.9
11.58203481,48.142390400000004,1.1
23.26287831,27.929699199999995,0.8
6.010375545,27.561975999999998,1.0
12.8996348,39.4119856,0.9
6.667027479,43.6399392,1.2
6.345787044,44.3304992,1.0
8.98203603,37.3489376,0.4
7.407797181,40.1508848,-0.2
3.560396616,38.4054944,0.0
4.499434789,43.962776,0.2
4.078876911,45.3387168,0.2
9.615325516,45.568328,0.1
5.331296043,45.70644,0.1
11.63866886,54.3418928,0.0
18.20003702,52.689727999999995,0.1
8.334498468,44.3304992,-0.1
9.227117297,36.660104,0.0
7.008934025,43.64166559999999,0.5
10.1498581,38.402041600000004,0.8
7.031837645,47.1324464,0.4
8.818035558,46.0758896,1.1
10.67219658,54.802841599999994,1.2
8.386051753,51.6314448,1.2
4.589859023,51.9542816,1.4
3.30689958,48.142390400000004,1.5
2.818204393,27.929699199999995,1.3
6.992818774,27.561975999999998,1.2
6.681981765,39.4119856,0.9
28.76933037,43.6399392,0.8
6.878811939,42.978728,0.4
3.201305304,37.247080000000004,0.6
11.81151134,43.93170080000001,0.8
9.307827435,43.9334272,0.8
11.10123291,42.0223024,1.0
4.845898067,42.977001599999994,1.0
4.741622453,48.4479632,0.9
2.239914512,46.48332,1.0
6.835052019,41.395619200000006,1.3
6.724450907,47.4535568,1.2
17.31375548,48.7638944,1.1
9.039166319,46.7992512,1.8
17.59976853,40.44092,2.1
28.41815582,44.888126400000004,1.8
10.69203939,49.4302848,1.2
7.816530164,50.070779200000004,0.9
9.166832578,44.575648,0.7
8.851564457,40.112904,0.6
4.831255446,44.2614432,0.7
17.30942916,42.35031839999999,0.6
9.942646119,42.977001599999994,0.8
4.303396752,38.844,0.7
6.306360079,41.0658768,0.5
10.55068959,35.33595520000001,0.5
6.86803267,30.557280000000002,0.4
4.671006122,28.7065792,0.3
6.824445554,32.4097072,0.3
7.926670866,33.336784,0.5
6.480707962,27.781228799999997,0.5
10.53465443,33.336784,0.5
6.501863259,32.411433599999995,0.8
7.12756677,31.4843568,1.1
4.574315373,36.1145616,1.0
9.833373233,67.39175039999999,0.8
6.13453965,44.4513472,1.2
5.843531635,58.6561664,1.4
15.78181385,43.4811104,1.9
11.92367299,44.8915792,2.4
6.076030084,41.670116799999995,2.5
3.028581536,39.8176896,3.0
7.052616902,39.8176896,3.8
13.86336668,37.9669888,3.4
13.14409424,40.74304000000001,5.3
17.70668706,40.701606399999996,6.1
4.94044468,55.479590400000006,5.5
6.836712201,41.1867248,6.3
11.53628643,40.74304000000001,6.3
11.12609034,37.039911999999994,5.9
9.297011823,12.017470399999999,6.2
4.129279741,14.0218208,5.9
5.940678309,15.024859199999998,6.1
2.624329466,16.0261712,6.6
9.342148706,17.0274832,6.1
6.285349297,56.15806559999999,6.2
4.11284032,20.031419200000002,5.8
8.679436555,18.601960000000002,5.2
6.43905071,14.6674944,5.3
27.44236876,16.312753599999997,5.2
11.21322738,18.2411424,4.6
6.965734311,15.953662399999999,4.5
7.700724755,28.6875888,4.5
17.48624162,20.9636752,5.0
27.8535689,13.3070912,5.5
10.93810979,14.6674944,7.9
9.264164299,14.023547200000001,9.2
7.843422045,12.017470399999999,8.9
14.4731045,19.6740544,9.0
17.73239644,15.66708,9.9
17.18859068,18.0287952,10.0
10.30325552,13.0205088,10.2
