Heizlast_kW,electric_load_kW,wind_infeed
1070.7986898463093,650.849498,1571.29
1007.8105316200559,1038.583578,1657.637
944.8223733938024,1359.248092,1785.097
944.8223733938024,226.643974,1827.437
1007.8105316200559,551.002999,1734.67
1007.8105316200559,733.265488,1887.26
944.8223733938024,716.877021,2142.648
1259.76316452507,646.776064,2307.851
1511.7157974300837,122.960869,2047.438
1889.6447467876048,222.475809,2000.891
2204.5855379188724,299.492131,1887.132
2204.5855379188724,408.10125,1830.702
2141.5973796926187,675.10064,1791.553
2078.609221466365,398.580782,1692.103
2015.6210632401119,254.826454,1563.245
1889.6447467876048,523.720464,1394.634
1637.692113882591,464.987229,1646.706
1574.7039556563373,943.426264,1646.144
1511.7157974300837,346.857643,1667.808
1385.7394809775767,230.622677,1796.699
1322.7513227513234,1183.427313,2212.515
1196.7750062988164,730.991944,2624.226
1133.7868480725629,594.389808,2711.313
1133.7868480725629,691.441741,2642.158
1070.7986898463093,1581.771267,2753.39
1007.8105316200559,843.248207,2858.515
944.8223733938024,940.915892,3075.71
944.8223733938024,101.741119,3350.755
1007.8105316200559,740.465046,3583.633
1007.8105316200559,522.110037,3580.565
944.8223733938024,713.08778,3463.665
1259.76316452507,414.685056,3231.229
1511.7157974300837,339.326527,2945.91
1889.6447467876048,303.044545,2619.911
2204.5855379188724,265.767887,2564.023
2204.5855379188724,170.800036,2451.054
2141.5973796926187,231.712084,2140.343
2078.609221466365,515.620962,1896.025
2015.6210632401119,631.477003,1607.858
1889.6447467876048,1476.998755,1991.142
1637.692113882591,1692.227641,2267.901
1574.7039556563373,1159.934019,2307.177
1511.7157974300837,857.789419,2214.377
1385.7394809775767,617.125253,2042.238
1322.7513227513234,656.438628,1939.775
1196.7750062988164,166.53714,2099.918
1133.7868480725629,538.924793,2202.583
1133.7868480725629,789.677813,2300.01
1070.7986898463093,860.394522,2399.697
1007.8105316200559,795.124847,2512.471
944.8223733938024,1590.344425,2580.815
944.8223733938024,448.551397,2593.911
1007.8105316200559,863.662742,2552.797
1007.8105316200559,503.258563,2516.781
1106.1264780405413,459.824389,2555.765
1474.8353040540549,620.819763,2607.61
1769.8023648648661,555.502723,2591.158
2212.2529560810826,300.628903,2543.864
2580.9617820945964,310.48093,2623.101
2580.9617820945964,329.569231,2691.448
2507.2200168918935,664.064476,2880.049
2433.4782516891905,421.742517,3080.148
2359.736486486488,782.099331,2945.991
2212.2529560810826,1232.971638,2552.919
