temperature,heat_load,electrical_load,PV,solar_thermal_eff,hp_COP,hp_el_p_max_pu
1.588,6.652800000000001,0.19672475933333333,0.018,0.0,2.805737777777778,1.511267806267806
2.402,6.507600000000001,0.6166673866666667,0.094,0.0,2.8758280000000003,1.441276923076923
3.306,6.2568,0.099372844,0.118,0.0,2.978884,1.4389589743589741
4.09,6.017,0.440436106,0.121,0.0,3.06826,1.4369487179487177
4.523,5.777200000000001,0.5362091706666666,0.083,0.0,3.117622,1.4358384615384614
4.531,5.5242,0.2680256426666667,0.034,0.0,3.118534,1.4358179487179488
4.302,5.3394,0.4991693406666667,0.007,0.0,3.092428,1.436405128205128
4.173,5.313000000000001,0.3318111986666667,0.0,0.0,3.077722,1.4367358974358975
4.32,5.559400000000001,0.21254483999999998,0.0,0.0,3.09448,1.4363589743589744
4.449,6.017,0.38034506,0.0,0.0,3.109186,1.436028205128205
4.688,6.094,0.9625619313333332,0.0,0.0,3.136432,1.4354153846153845
4.748,5.768400000000001,0.6517178653333333,0.0,0.0,3.143272,1.4352615384615386
5.075,5.5396,0.283529954,0.0,0.0,3.18055,1.4344230769230768
5.43,5.614400000000001,0.43557324666666664,0.0,0.0,3.2210199999999998,1.4335128205128203
5.673,5.7068,0.44334119066666666,0.0,0.0,3.248722,1.4328897435897434
6.142,5.682600000000001,0.29028743333333334,0.0,0.0,3.302188,1.4316871794871795
6.419,5.816800000000001,0.11111949066666667,0.0,0.0,3.333766,1.4309769230769231
6.078,5.898200000000001,0.22555456733333334,0.0,0.0,3.294892,1.4318512820512819
5.103,5.9092,0.39398632733333333,0.0,0.0,3.183742,1.434351282051282
4.368,5.8718,0.253784412,0.0,0.0,3.099952,1.4362358974358973
3.959,5.8674,0.20963975533333334,0.0,0.0,3.053326,1.4372846153846153
3.78,5.9818,0.22988061733333334,0.0,0.0,3.03292,1.4377435897435897
3.826,6.226000000000001,0.32969553933333334,0.0,0.0,3.038164,1.437625641025641
4.077,6.377800000000001,0.301844618,0.0,0.0,3.066778,1.4369820512820513
4.441,6.3954,0.29076108866666667,0.008,0.0,3.1082739999999998,1.4360487179487178
4.727,6.2656,0.237806446,0.031,0.0,3.140878,1.4353153846153845
5.016,6.039000000000001,0.620267166,0.041,0.0,3.1738239999999998,1.434574358974359
5.203,5.819000000000001,0.204587434,0.051,0.0,3.195142,1.4340948717948718
5.235,5.6012,0.2719727686666667,0.043,0.0,3.19879,1.4340128205128204
5.473,5.3702,0.8814721746666666,0.036,0.0,3.2259219999999997,1.4334025641025643
5.431,5.207400000000001,0.29432929066666663,0.014,0.0,3.221134,1.4335102564102564
5.034,5.198600000000001,1.3101300566666667,0.0,0.0,3.1758759999999997,1.4345282051282051
4.611,5.456,1.311740484,0.0,0.0,3.1276539999999997,1.4356128205128205
4.29,5.929,0.7815309446666667,0.0,0.0,3.09106,1.4364358974358973
4.096,6.028000000000001,0.4910856266666667,0.0,0.0,3.068944,1.4369333333333334
3.935,5.731000000000001,0.787214806,0.0,0.0,3.05059,1.4373461538461538
3.759,5.5286,0.7726893826666666,0.0,0.0,3.030526,1.437797435897436
3.613,5.629800000000001,0.6925153599999999,0.0,0.0,3.013882,1.438171794871795
3.445,5.748600000000001,0.5153367686666667,0.0,0.0,2.99473,1.438602564102564
3.275,5.7552,0.4666134453333333,0.0,0.0,2.97535,1.4390384615384615
3.156,5.9224000000000006,0.3405264526666667,0.0,0.0,2.961784,1.4393435897435896
2.988,6.041200000000001,0.36929310733333337,0.0,0.0,2.942632,1.439774358974359
2.824,6.087400000000001,0.22915434599999998,0.0,0.0,2.923936,1.4401948717948716
2.71,6.0852,0.36408290066666665,0.0,0.0,2.91094,1.4404871794871794
2.565,6.120400000000001,0.164863558,0.0,0.0,2.89441,1.4408589743589741
2.432,6.281000000000001,0.38091344600000004,0.0,0.0,2.879248,1.4412
2.305,6.5802000000000005,0.5060847053333334,0.0,0.0,2.86477,1.441525641025641
2.107,6.7892,0.28444568666666664,0.0,0.0,2.8421980000000002,1.4420333333333333
2.084,6.8574,0.41337461,0.015,0.0,2.839576,1.4420923076923078
2.406,6.767200000000001,0.512747454,0.064,0.0,2.876284,1.4412666666666665
3.154,6.571400000000001,0.41823746933333333,0.27,0.01614417458977571,2.961556,1.4393487179487179
3.854,6.3822,1.0371784006666667,0.326,0.13600989083283244,3.041356,1.437553846153846
4.101,6.1908,0.6637802826666667,0.295,0.07826505272098759,3.069514,1.4369205128205127
3.94,5.984000000000001,0.385176342,0.233,0.0,3.05116,1.4373333333333331
3.302,5.8476,0.56238651,0.077,0.0,2.978428,1.4389692307692306
2.22,5.885,1.250765282,0.003,0.0,2.85508,1.4417435897435897
1.266,6.2282,0.6312875413333333,0.0,0.0,2.786775555555556,1.5651638176638176
0.48,6.820000000000001,0.5169787726666667,0.0,0.0,2.7404888888888888,1.6967236467236464
0.104,6.9872000000000005,1.182843138,0.0,0.0,2.7183466666666667,1.7596581196581194
-0.042,6.6924,0.27831974733333337,0.0,0.0,2.709748888888889,1.7840954415954413
-0.133,6.501,1.3791258186666668,0.0,0.0,2.70439,1.7993269230769227
-0.317,6.6638,1.1232889013333334,0.0,0.0,2.6935544444444446,1.8301246438746437
-0.606,6.8486,0.23363828133333334,0.0,0.0,2.6765355555555557,1.8784971509971509
-1.345,6.8948,0.213555304,0.0,0.0,2.633016666666667,2.0021901709401706
-2.211,7.134600000000001,0.27607778,0.0,0.0,2.582018888888889,2.147140313390313
-2.799,7.308400000000001,0.37125088133333334,0.0,0.0,2.5473922222222223,2.2455591168091167
-2.766,7.394200000000001,0.21715508333333333,0.0,0.0,2.5493355555555555,2.2400356125356127
-2.412,7.416200000000001,0.41953212666666667,0.0,0.0,2.570182222222222,2.1807834757834756
-1.941,7.475600000000001,0.260920816,0.0,0.0,2.5979188888888887,2.1019480056980053
-1.708,7.6846000000000005,0.285235112,0.0,0.0,2.61164,2.062948717948718
-1.604,8.0586,0.23733279133333332,0.0,0.0,2.6177644444444446,2.0455413105413105
-1.512,8.3138,0.4753286993333334,0.0,0.0,2.6231822222222223,2.03014245014245
-1.209,8.3908,0.5915952426666666,0.01,0.0,2.6410255555555557,1.979426638176638
-0.756,8.265400000000001,0.171242114,0.029,0.0,2.667702222222222,1.9036039886039886
-0.255,8.0014,0.4030489286666667,0.046,0.0,2.6972055555555556,1.8197471509971506
0.127,7.7396,1.0580823799999999,0.055,0.0,2.719701111111111,1.7558084045584044
0.318,7.4712000000000005,0.7315445413333334,0.051,0.0,2.730948888888889,1.7238390313390313
0.335,7.1786,0.4532563713333333,0.038,0.0,2.73195,1.7209935897435897
0.037,6.9674000000000005,0.20720832600000003,0.019,0.0,2.714401111111111,1.770872507122507
-0.788,6.9564,0.30017103666666667,0.0,0.0,2.665817777777778,1.908960113960114
-0.95,7.2974000000000006,0.31914881866666667,0.0,0.0,2.6562777777777775,1.9360754985754982
-0.914,7.9178000000000015,0.40829071199999994,0.0,0.0,2.6583977777777776,1.9300498575498573
-0.987,8.030000000000001,0.3649039033333333,0.0,0.0,2.654098888888889,1.9422685185185184
-1.174,7.607600000000001,0.3053180893333333,0.0,0.0,2.6430866666666666,1.973568376068376
-1.202,7.310600000000001,0.43850990866666667,0.0,0.0,2.641437777777778,1.9782549857549856
-1.093,7.407400000000001,0.13669686733333333,0.0,0.0,2.6478566666666667,1.9600106837606834
-0.888,7.524,0.5187786626666667,0.0,0.0,2.659928888888889,1.9256980056980058
-0.877,7.484400000000001,0.3390739106666667,0.0,0.0,2.6605766666666666,1.9238568376068372
-0.863,7.6494,0.201650772,0.0,0.0,2.661401111111111,1.9215135327635324
-0.752,7.741800000000001,0.24020629866666665,0.0,0.0,2.667937777777778,1.9029344729344728
-0.64,7.7374,0.24045891466666666,0.0,0.0,2.674533333333333,1.884188034188034
-0.471,7.667000000000001,0.3483575506666667,0.0,0.0,2.6844855555555553,1.8559009971509972
-0.417,7.638400000000001,0.276898782,0.0,0.0,2.6876655555555553,1.8468625356125352
-0.286,7.759400000000001,0.24566912133333332,0.0,0.0,2.69538,1.8249358974358971
-0.032,8.0454,0.21788135466666667,0.0,0.0,2.7103377777777777,1.7824216524216523
0.269,8.206000000000001,0.272951656,0.0,0.0,2.7280633333333335,1.7320405982905982
0.677,8.192800000000002,0.3897865853333333,0.0,0.0,2.75209,1.66375
1.302,7.9882,0.4844544546666667,0.003,0.0,2.7888955555555555,1.5591381766381767
2.19,7.660400000000001,0.30708640133333337,0.013,0.0,2.85166,1.4418205128205126
3.062,7.3436,0.273456888,0.021,0.0,2.951068,1.4395846153846152
3.541,7.029,0.16391624800000001,0.015,0.0,3.005674,1.4383564102564101
3.726,6.7012,0.25236344666666666,0.003,0.0,3.026764,1.4378820512820512
4.023,6.4592,0.8119396033333333,0.001,0.0,3.060622,1.4371205128205127
4.152,6.4086,0.439930874,0.0,0.0,3.075328,1.4367897435897434
4.261,6.685800000000001,0.6196672026666666,0.0,0.0,3.087754,1.4365102564102565
4.47,7.218200000000001,0.31952774266666667,0.0,0.0,3.11158,1.435974358974359
4.637,7.2864,0.72923942,0.0,0.0,3.130618,1.4355461538461538
4.638,6.8772,0.9581727266666666,0.0,0.0,3.130732,1.4355435897435895
4.627,6.5846,0.661569892,0.0,0.0,3.1294779999999998,1.4355717948717948
4.65,6.650600000000001,0.6033418893333333,0.0,0.0,3.1321,1.4355128205128203
4.587,6.736400000000001,0.25264764,0.0,0.0,3.124918,1.4356743589743588
4.398,6.6836,0.16738971866666666,0.0,0.0,3.103372,1.4361589743589742
4.153,6.8156,0.2559316486666667,0.0,0.0,3.075442,1.4367871794871796
3.832,6.883800000000001,0.3067706313333333,0.0,0.0,3.0388479999999998,1.4376102564102562
3.681,6.866200000000001,0.24888997599999999,0.0,0.0,3.021634,1.4379974358974357
3.536,6.7936000000000005,0.357609614,0.0,0.0,3.005104,1.4383692307692308
3.405,6.7540000000000004,0.16442148,0.0,0.0,2.99017,1.4387051282051282
3.285,6.8508000000000004,0.20054557733333334,0.0,0.0,2.97649,1.4390128205128205
3.171,7.0906,0.284477264,0.0,0.0,2.963494,1.4393051282051281
3.031,7.218200000000001,0.09195224666666667,0.0,0.0,2.947534,1.4396641025641026
2.945,7.194000000000001,0.21933389666666667,0.021,0.0,2.93773,1.4398846153846154
3.231,7.000400000000001,0.4943064813333333,0.071,0.0,2.970334,1.439151282051282
3.709,6.694600000000001,0.6082679026666666,0.085,0.0,3.024826,1.4379256410256411
4.258,6.402000000000001,1.0156113039999999,0.065,0.0,3.087412,1.4365179487179487
4.63,6.109400000000001,0.30474970333333334,0.031,0.0,3.12982,1.4355641025641024
4.612,5.8036,0.3493048613333333,0.005,0.0,3.127768,1.4356102564102564
4.642,5.5748,0.2673309486666667,0.0,0.0,3.131188,1.435533333333333
4.793,5.508800000000001,0.5951318673333333,0.0,0.0,3.148402,1.4351461538461536
5.022,5.722200000000001,0.404975126,0.0,0.0,3.174508,1.4345589743589744
5.267,6.149,0.6742322719999999,0.0,0.0,3.202438,1.4339307692307692
5.306,6.1776,0.7500486679999999,0.0,0.0,3.206884,1.433830769230769
5.244,5.8036,1.0992272213333334,0.0,0.0,3.1998159999999998,1.4339897435897435
5.219,5.5286,0.961140966,0.0,0.0,3.1969659999999998,1.4340538461538461
5.14,5.559400000000001,0.5411036066666667,0.0,0.0,3.18796,1.4342564102564102
5.093,5.603400000000001,0.26332066866666665,0.0,0.0,3.182602,1.434376923076923
4.922,5.533,0.21800766266666669,0.0,0.0,3.163108,1.4348153846153846
4.878,5.6188,0.34008437466666663,0.0,0.0,3.158092,1.4349282051282048
5.005,5.651800000000001,0.276519858,0.0,0.0,3.17257,1.434602564102564
5.067,5.6188,0.4188374326666667,0.0,0.0,3.1796379999999997,1.4344435897435897
5.041,5.5396,0.22754391866666668,0.0,0.0,3.176674,1.4345102564102565
5.036,5.4934,0.23322778,0.0,0.0,3.176104,1.4345230769230768
5.048,5.559400000000001,0.35195733,0.0,0.0,3.177472,1.4344923076923075
5.492,5.7464,0.363546092,0.0,0.0,3.228088,1.433353846153846
6.01,5.8476,0.356030764,0.0,0.0,3.28714,1.4320256410256411
6.34,5.827800000000001,0.5189681246666666,0.0,0.0,3.32476,1.4311794871794872
6.58,5.676000000000001,0.39183909066666667,0.005,0.0,3.3521199999999998,1.4305641025641025
6.755,5.442800000000001,0.22517564333333331,0.011,0.0,3.37207,1.4301153846153847
6.922,5.220600000000001,0.38501845733333334,0.013,0.0,3.391108,1.4296871794871795
6.985,5.005,0.33496889933333335,0.006,0.0,3.39829,1.429525641025641
6.987,4.7828,0.7494802819999999,0.002,0.0,3.398518,1.4295205128205128
6.953,4.6244000000000005,0.497843106,0.0,0.0,3.394642,1.4296076923076924
6.909,4.6068,0.34459988666666663,0.0,0.0,3.389626,1.4297205128205126
6.903,4.8268,0.30784425,0.0,0.0,3.3889419999999997,1.4297358974358974
6.939,5.240400000000001,0.32593787533333335,0.0,0.0,3.393046,1.4296435897435895
6.956,5.324,0.45227748399999995,0.0,0.0,3.394984,1.4296
6.831,5.0578,0.704735662,0.0,0.0,3.380734,1.4299205128205128
6.419,4.8796,0.7677633693333333,0.0,0.0,3.333766,1.4309769230769231
5.876,4.9698,1.3405387153333335,0.0,0.0,3.271864,1.4323692307692308
5.416,5.0754,0.680421366,0.0,0.0,3.219424,1.4335487179487179
5.05,5.082000000000001,0.416690196,0.0,0.0,3.1776999999999997,1.4344871794871794
4.99,5.2338000000000005,0.388934006,0.0,0.0,3.17086,1.4346410256410254
4.961,5.3394,0.43251027666666664,0.0,0.0,3.167554,1.4347153846153846
4.862,5.381200000000001,0.22217582733333333,0.0,0.0,3.156268,1.4349692307692306
4.759,5.381200000000001,0.253405488,0.0,0.0,3.144526,1.4352333333333334
4.679,5.412,0.20594524533333333,0.0,0.0,3.135406,1.4354384615384614
4.444,5.5528,0.280972216,0.0,0.0,3.108616,1.4360410256410256
4.194,5.8146,0.18987254866666667,0.0,0.0,3.080116,1.436682051282051
4.012,5.992800000000001,0.277909246,0.0,0.0,3.059368,1.437148717948718
3.958,6.045600000000001,0.14013876066666667,0.007,0.0,3.053212,1.4372871794871793
3.955,5.9554,0.2538159893333333,0.037,0.0,3.05287,1.4372948717948717
4.177,5.768400000000001,0.457866614,0.121,0.0,3.078178,1.436725641025641
4.432,5.585800000000001,0.35849377066666666,0.183,0.0,3.1072480000000002,1.436071794871795
4.586,5.3988000000000005,0.3511994813333333,0.256,0.08572692439924216,3.124804,1.435676923076923
4.433,5.196400000000001,0.6938100173333334,0.22,0.0,3.107362,1.4360692307692307
