PV,wind,electrical load
0.77,0.081,70834.06
0.805,0.098,71490.89
0.779,0.111,70671.04
0.699,0.131,69342.48
0.563,0.165,68836.76
0.375,0.191,68337.7
0.16,0.217,67834.83
0.009,0.262,68393.96
0.0,0.273,68699.82
0.0,0.27,67617.73
0.0,0.259,65286.51
0.0,0.256,62347.2
0.0,0.241,58924.91
0.0,0.23,55970.1
0.0,0.215,54160.77
0.0,0.196,52974.92
0.0,0.178,52728.07
0.0,0.157,53275.14
0.0,0.131,55944.81
0.019,0.12,61676.75
0.186,0.116,67820.51
0.429,0.099,71327.13
0.611,0.07,72730.18
0.736,0.036,74476.62
0.808,0.032,75953.79
0.827,0.028,76166.38
0.794,0.025,74614.37
0.708,0.033,72570.64
0.57,0.045,71261.4
0.383,0.06,69368.43
0.167,0.085,69544.56
0.01,0.126,69320.78
0.0,0.155,69091.02
0.0,0.157,67965.14
0.0,0.142,64923.55
0.0,0.119,61515.77
0.0,0.095,58897.4
0.0,0.079,55650.96
0.0,0.071,53326.1
0.0,0.077,51465.25
0.0,0.084,50359.72
0.0,0.099,49401.28
0.0,0.131,49683.66
0.026,0.168,49584.7
0.185,0.162,51638.77
0.402,0.098,55972.06
0.57,0.113,59343.91
0.682,0.106,62499.2
0.733,0.085,63371.63
0.7,0.071,63422.0
0.561,0.064,61532.9
0.333,0.062,59467.71
0.144,0.062,58512.69
0.056,0.067,57374.21
0.015,0.081,57503.38
0.0,0.108,58570.71
0.0,0.139,58738.49
0.0,0.177,57764.54
0.0,0.185,55562.06
0.0,0.131,53868.83
0.0,0.091,50816.94
0.0,0.08,48215.24
0.0,0.077,45771.57
0.0,0.065,44599.93
0.0,0.039,43919.86
0.0,0.019,44379.27
0.0,0.014,44484.07
0.007,0.016,43813.0
0.053,0.016,43936.87
0.11,0.024,46855.75
0.157,0.04,50221.47
0.182,0.055,52452.97
0.16,0.068,55372.1
0.133,0.082,56206.26
0.108,0.086,54732.06
0.107,0.086,53575.35
0.105,0.082,52866.95
0.072,0.078,51665.76
0.043,0.065,52745.28
0.004,0.066,54717.26
0.0,0.057,55351.37
0.0,0.042,56077.53
0.0,0.03,55373.55
0.0,0.036,55399.56
0.0,0.063,52702.46
0.0,0.094,49587.98
0.0,0.127,48050.02
0.0,0.162,47797.7
0.0,0.187,48393.95
0.0,0.206,49513.9
0.0,0.208,52666.47
0.009,0.206,59217.76
0.064,0.193,65614.18
0.153,0.131,69127.29
0.213,0.077,70374.32
0.219,0.034,71303.54
0.277,0.13,72792.54
0.255,0.257,73424.96
0.223,0.297,73670.9
0.2,0.202,72133.77
0.142,0.15,71636.84
0.066,0.141,70071.16
0.022,0.116,69209.2
0.001,0.103,69512.52
0.0,0.084,70191.45
0.0,0.061,69220.86
0.0,0.045,65953.77
0.0,0.025,62498.99
0.0,0.019,59246.68
0.0,0.019,56036.85
0.0,0.017,54265.59
0.0,0.014,52461.32
0.0,0.014,52071.15
0.0,0.013,52564.15
0.0,0.012,55009.22
0.006,0.013,60685.19
0.032,0.021,66464.57
0.066,0.035,70074.63
0.113,0.042,70719.48
0.171,0.048,72071.52
0.229,0.05,72965.9
0.226,0.046,72224.02
0.185,0.041,71812.01
0.138,0.038,69647.32
0.104,0.041,68871.05
0.077,0.048,67803.84
0.032,0.053,66833.27
0.003,0.057,67391.26
0.0,0.051,67833.2
0.0,0.04,67021.62
0.0,0.041,64303.39
0.0,0.046,60973.49
0.0,0.046,57081.03
0.0,0.042,53198.39
0.0,0.038,50042.84
0.0,0.029,48842.97
0.0,0.024,48588.66
0.0,0.023,49567.32
0.0,0.024,52773.97
0.021,0.026,58634.1
0.11,0.028,64192.63
0.3,0.042,68401.72
0.476,0.049,69741.09
0.604,0.054,71267.83
0.69,0.053,72373.99
0.714,0.045,73675.6
0.671,0.02,73034.69
0.578,0.027,71471.53
0.448,0.047,69866.2
0.291,0.052,68720.5
0.131,0.057,67596.51
0.017,0.073,67320.06
0.0,0.088,68135.42
0.0,0.091,67758.87
0.0,0.086,65180.28
0.0,0.075,61821.96
0.0,0.065,58040.93
0.0,0.05,54369.84
0.0,0.033,51939.35
0.0,0.025,50825.01
0.0,0.02,51226.63
0.0,0.017,52066.99
0.0,0.014,54312.3
0.029,0.022,60525.81
0.151,0.029,65610.17
0.389,0.035,69788.75
0.56,0.035,70713.89
0.677,0.027,71925.23
0.744,0.022,73051.49
0.762,0.022,72595.78
0.732,0.028,72774.54
0.654,0.039,71339.59
0.526,0.052,70326.7
0.355,0.06,69056.53
0.164,0.061,68156.53
0.02,0.071,68901.47
0.0,0.079,69075.8
0.0,0.071,68337.02
0.0,0.072,65617.43
0.0,0.075,61883.26
0.0,0.071,58894.92
0.0,0.07,55741.32
0.0,0.068,53606.17
0.0,0.07,51864.94
0.0,0.08,52092.46
0.0,0.092,53111.97
0.0,0.097,55401.92
0.033,0.082,60660.91
0.164,0.07,65981.14
0.397,0.067,68692.14
0.557,0.06,69644.65
0.629,0.045,70519.96
0.688,0.027,70402.19
0.704,0.015,69202.53
0.682,0.009,68637.14
0.622,0.007,67208.53
0.506,0.006,65495.71
0.342,0.007,64717.29
0.159,0.01,65277.36
0.022,0.012,64825.99
0.0,0.012,64734.45
0.0,0.011,64113.46
0.0,0.01,60806.84
0.0,0.011,58258.21
0.0,0.014,54664.53
0.0,0.015,51358.72
0.0,0.014,49578.6
0.0,0.012,48156.06
0.0,0.011,48566.08
0.0,0.011,48761.8
0.0,0.011,49949.48
0.032,0.01,50478.92
0.217,0.009,51560.88
0.445,0.013,55191.52
0.62,0.017,58830.41
0.739,0.016,61279.19
0.806,0.015,61714.78
0.823,0.017,61842.0
0.79,0.02,60479.92
0.71,0.023,57816.89
0.577,0.025,56251.2
0.398,0.024,55671.32
0.19,0.022,56366.42
0.024,0.019,56880.84
0.0,0.017,57358.63
0.0,0.018,56460.79
0.0,0.015,54827.51
0.0,0.009,53358.55
0.0,0.009,50760.64
0.0,0.008,48285.85
0.0,0.006,46057.62
0.0,0.005,44929.01
0.0,0.006,44515.63
0.0,0.009,45184.12
0.0,0.014,45077.43
0.045,0.017,44755.72
0.244,0.016,45329.1
0.465,0.018,48362.48
0.642,0.022,51814.48
0.764,0.03,54080.28
0.831,0.042,56067.67
0.847,0.055,57369.32
0.814,0.07,55395.43
0.729,0.082,53138.72
0.594,0.095,51730.65
0.41,0.103,51113.51
0.197,0.095,52146.92
0.026,0.099,53084.47
0.0,0.113,53996.08
0.0,0.111,54550.2
0.0,0.104,53940.52
0.0,0.126,53134.63
0.0,0.143,51427.45
0.0,0.145,48200.73
0.0,0.13,46516.94
0.0,0.115,46035.53
0.0,0.109,46524.52
0.0,0.104,47453.57
0.0,0.105,50268.96
0.049,0.109,56238.9
0.228,0.127,61515.72
0.426,0.134,64750.13
0.596,0.148,66336.4
0.718,0.177,67212.74
0.759,0.212,66882.48
0.748,0.237,66888.51
0.617,0.245,66281.55
0.516,0.244,64563.53
0.4,0.233,63607.69
0.255,0.213,61175.09
0.12,0.167,60502.77
0.023,0.144,60930.74
0.0,0.158,62050.26
0.0,0.15,62525.47
0.0,0.137,60364.45
0.0,0.133,57231.08
0.0,0.145,53365.93
0.0,0.144,49898.59
0.0,0.129,47949.73
0.0,0.107,46703.69
0.0,0.094,47169.26
0.0,0.091,48213.55
0.0,0.079,50491.56
0.044,0.071,56158.16
0.183,0.075,61142.7
0.338,0.083,64358.07
0.376,0.087,65614.92
0.448,0.088,65877.11
0.449,0.09,67269.17
0.446,0.088,67487.6
0.399,0.091,66668.31
0.321,0.097,65269.76
0.259,0.102,64553.08
0.185,0.103,62643.77
0.095,0.103,60806.72
0.022,0.117,61720.5
0.0,0.153,63074.05
0.0,0.164,63213.58
0.0,0.152,61708.62
0.0,0.136,58082.88
0.0,0.124,54809.99
0.0,0.11,51446.52
0.0,0.1,49026.46
0.0,0.092,47738.3
0.0,0.088,47561.07
0.0,0.085,47479.97
0.0,0.078,50304.37
0.03,0.067,55941.24
0.123,0.053,60319.25
0.223,0.056,63577.79
0.272,0.043,64104.71
0.271,0.018,64778.09
0.33,0.025,65107.22
0.385,0.027,65289.34
0.38,0.029,64916.8
0.296,0.03,62802.37
0.223,0.035,62217.26
0.153,0.043,60595.08
0.086,0.051,60621.9
0.02,0.053,60779.86
0.0,0.053,61478.64
0.0,0.055,60936.68
0.0,0.054,58776.61
0.0,0.052,55639.68
0.0,0.054,51319.55
0.0,0.062,47670.39
0.0,0.073,46036.08
0.0,0.081,45362.42
0.0,0.089,45332.65
0.0,0.1,46135.65
0.0,0.092,48977.63
0.052,0.095,53672.36
0.201,0.121,58632.89
0.371,0.169,62686.89
0.494,0.21,64008.25
0.479,0.232,64771.03
0.469,0.236,65090.1
0.373,0.226,65343.05
0.235,0.21,64007.92
0.155,0.189,62483.45
0.116,0.162,61588.96
0.092,0.137,60014.38
0.061,0.119,59965.53
0.02,0.122,59692.61
0.0,0.15,59798.12
0.0,0.16,58594.15
0.0,0.149,56706.5
0.0,0.123,53069.06
0.0,0.118,48819.11
0.0,0.111,45139.53
0.0,0.105,42875.18
0.0,0.1,41416.52
0.0,0.099,40371.48
0.0,0.089,41015.36
0.0,0.09,41499.62
0.058,0.096,41358.93
0.243,0.124,42196.54
0.446,0.16,45079.34
0.614,0.202,48525.55
0.73,0.219,51015.58
0.794,0.204,52895.01
0.81,0.178,53494.65
0.777,0.159,52258.41
0.697,0.151,49811.28
0.569,0.153,48921.24
0.397,0.176,47941.64
0.198,0.196,47732.5
0.035,0.22,49164.82
0.0,0.238,50082.75
0.0,0.22,50099.53
0.0,0.182,49468.27
0.0,0.146,47849.28
0.0,0.119,45677.98
0.0,0.104,42730.36
0.0,0.086,40565.73
0.0,0.07,39436.45
0.0,0.056,39537.5
0.0,0.05,40211.34
0.0,0.058,41038.05
0.051,0.073,42201.87
0.256,0.066,44008.89
0.465,0.099,46677.71
0.632,0.113,50440.63
0.746,0.089,52028.62
0.807,0.061,53747.76
0.819,0.042,53315.71
0.784,0.032,52156.95
0.701,0.028,50582.24
0.571,0.034,49318.49
0.397,0.04,48707.74
0.198,0.046,48814.47
0.036,0.055,49756.37
0.0,0.06,49984.72
0.0,0.054,50180.97
0.0,0.043,49219.77
0.0,0.036,48176.67
0.0,0.034,45647.13
0.0,0.036,42470.43
0.0,0.036,40083.08
0.0,0.035,38365.69
0.0,0.028,38511.89
0.0,0.02,38636.94
0.001,0.012,39144.47
0.065,0.008,38910.7
0.256,0.007,39622.96
0.459,0.006,43175.54
0.622,0.012,46279.57
0.732,0.03,46939.17
0.795,0.048,48488.85
0.81,0.07,48630.8
0.776,0.101,46230.3
0.691,0.139,43921.99
0.554,0.174,42907.27
0.378,0.199,42335.97
0.185,0.219,43144.57
0.037,0.258,44464.41
0.0,0.289,45368.06
0.0,0.279,46382.45
0.0,0.257,46628.13
0.0,0.23,45451.44
0.0,0.211,42970.37
0.0,0.187,40362.72
0.0,0.156,38536.19
0.0,0.131,37204.34
0.0,0.109,37005.37
0.0,0.099,37710.3
0.001,0.088,38801.75
0.065,0.074,38675.33
0.251,0.049,39474.57
0.447,0.028,42360.01
0.605,0.019,45646.07
0.714,0.013,47236.94
0.774,0.009,48198.98
0.788,0.025,48656.04
0.755,0.044,46961.32
0.677,0.066,45014.69
0.552,0.097,43753.15
0.384,0.14,42858.4
0.194,0.177,43902.02
0.039,0.208,45803.49
0.0,0.235,47207.39
0.0,0.217,48115.62
0.0,0.171,48150.47
0.0,0.135,47121.22
0.0,0.101,44049.14
0.0,0.08,41618.04
0.0,0.071,39953.82
0.0,0.064,39376.34
0.0,0.054,39681.46
0.0,0.044,41149.46
0.002,0.035,44679.54
0.068,0.028,50811.93
0.253,0.017,56188.77
0.446,0.012,60570.8
0.602,0.008,62135.23
0.704,0.006,63227.5
0.763,0.007,64579.69
0.776,0.01,64596.46
0.745,0.022,64000.06
0.669,0.037,61944.61
0.546,0.06,61291.84
0.382,0.085,59978.94
0.195,0.109,60128.27
0.041,0.149,60850.15
0.0,0.198,61214.74
0.0,0.201,61254.68
0.0,0.162,59572.63
0.0,0.122,55883.48
0.0,0.091,51383.32
0.0,0.07,47816.99
0.0,0.059,45593.61
0.0,0.054,44911.45
0.0,0.056,45126.59
0.0,0.06,46339.57
0.002,0.066,49260.34
0.071,0.066,54688.9
0.261,0.039,59747.88
0.461,0.02,63649.62
0.62,0.011,64159.5
0.729,0.015,64405.78
0.791,0.029,65199.94
0.807,0.051,65507.62
0.777,0.078,64913.29
0.7,0.109,62830.9
0.576,0.149,61609.89
0.406,0.193,60636.6
0.211,0.216,60492.1
0.041,0.265,61740.06
0.0,0.275,62170.95
0.0,0.238,61830.59
0.0,0.202,60128.91
0.0,0.183,56653.35
0.0,0.167,52538.4
0.0,0.153,49550.79
0.0,0.14,47503.29
0.0,0.123,46011.29
0.0,0.11,45616.83
0.0,0.103,46448.24
0.003,0.101,49410.79
0.075,0.092,54681.43
0.278,0.054,60046.46
0.48,0.036,63262.54
0.638,0.028,64599.01
0.742,0.052,65668.92
0.8,0.066,66464.29
0.813,0.074,66990.98
0.78,0.086,66003.66
0.702,0.106,63728.29
0.578,0.138,62895.09
0.41,0.175,61982.26
0.214,0.187,62817.1
0.042,0.2,63399.1
0.0,0.222,63744.1
0.0,0.212,62492.76
0.0,0.174,60755.08
0.0,0.143,57315.2
0.0,0.12,52903.22
0.0,0.106,49688.47
0.0,0.091,47363.38
0.0,0.096,46195.79
0.0,0.105,46647.52
0.0,0.1,47246.58
0.004,0.096,49574.71
0.076,0.085,54556.57
0.268,0.048,60459.33
0.464,0.017,64182.65
0.618,0.009,64848.68
0.725,0.019,65138.9
0.786,0.038,66053.14
0.802,0.06,66591.69
0.775,0.078,65885.18
0.7,0.096,63753.89
0.579,0.101,62879.34
0.413,0.097,61793.63
0.218,0.111,61694.3
0.044,0.147,62429.61
0.001,0.164,62115.58
0.0,0.156,60667.62
0.0,0.187,58757.87
0.0,0.165,55591.94
0.0,0.156,52472.03
0.0,0.145,48388.77
0.0,0.144,46119.27
0.0,0.159,44503.26
0.0,0.175,44081.19
0.0,0.127,43570.43
0.005,0.062,44332.09
0.079,0.038,44927.47
0.268,0.043,47045.55
0.463,0.061,50184.54
0.62,0.071,53340.7
0.732,0.065,56005.13
0.791,0.05,57048.93
0.803,0.035,56641.61
0.768,0.028,55263.95
0.686,0.02,53274.49
0.554,0.017,52236.34
0.344,0.032,51563.56
0.125,0.067,52587.47
0.032,0.117,53828.86
0.0,0.174,54083.41
0.0,0.212,53083.37
0.0,0.262,51982.91
0.0,0.283,50126.01
0.0,0.27,47844.44
0.0,0.243,44638.38
0.0,0.248,43158.39
0.0,0.224,41482.37
0.0,0.226,40762.81
0.0,0.248,40791.24
0.001,0.262,41190.76
0.03,0.234,41059.25
0.085,0.14,41935.51
0.201,0.126,45243.9
0.423,0.208,49271.04
0.626,0.214,51631.06
0.704,0.181,54187.01
0.727,0.165,55202.46
0.684,0.174,53233.38
0.603,0.198,51940.42
0.478,0.219,51146.51
0.322,0.238,50258.98
0.158,0.26,50791.51
0.043,0.273,52571.63
0.001,0.262,52801.64
0.0,0.225,53494.28
0.0,0.164,52494.61
0.0,0.084,51327.44
0.0,0.037,48214.85
0.0,0.036,45931.87
0.0,0.079,43244.7
0.0,0.124,42456.61
0.0,0.147,42529.96
0.0,0.15,43439.73
0.006,0.16,46648.76
0.084,0.157,53980.3
0.271,0.123,60576.18
0.46,0.15,63992.16
0.61,0.168,65069.47
0.713,0.184,65732.18
0.773,0.214,66574.9
0.786,0.257,67319.45
0.752,0.309,66060.96
0.675,0.347,64994.37
0.545,0.361,63912.2
0.344,0.336,62133.87
0.137,0.286,61108.68
0.037,0.265,61538.26
0.0,0.248,62314.51
0.0,0.211,61400.43
0.0,0.177,59475.37
0.0,0.141,56165.25
0.0,0.086,51995.17
0.0,0.039,48792.85
0.0,0.027,46803.6
0.0,0.045,45726.19
0.0,0.07,45899.81
0.0,0.069,46807.28
0.006,0.046,49240.41
0.067,0.029,55083.31
0.17,0.027,61154.99
0.284,0.048,64962.21
0.467,0.101,65814.16
0.573,0.165,66879.14
0.538,0.206,67207.34
0.367,0.235,67505.68
0.286,0.24,66679.57
0.27,0.234,64883.16
0.259,0.24,64140.44
0.182,0.147,63154.74
0.092,0.079,63331.92
0.023,0.07,63303.09
0.0,0.094,63128.45
0.0,0.124,61973.73
0.0,0.145,59906.27
0.0,0.158,56707.46
0.0,0.167,52054.88
0.0,0.177,48544.16
0.0,0.167,46319.95
0.0,0.17,45312.59
0.0,0.177,45143.44
0.0,0.178,46333.86
0.009,0.177,48905.43
0.088,0.142,54641.95
0.255,0.151,60680.95
0.446,0.196,63420.96
0.595,0.21,64178.89
0.659,0.234,65362.27
0.543,0.288,66066.61
0.388,0.333,66175.9
0.267,0.352,64794.89
0.209,0.352,63156.75
0.153,0.361,62711.53
0.098,0.403,61178.21
0.055,0.416,60761.42
0.021,0.342,61440.42
0.0,0.31,61914.32
0.0,0.279,61427.93
0.0,0.258,60299.59
0.0,0.211,56605.35
0.0,0.202,52292.25
0.0,0.196,48587.42
0.0,0.161,46458.49
0.0,0.129,45479.94
0.0,0.112,45504.85
0.0,0.09,46237.73
0.002,0.07,49117.24
0.035,0.059,54419.78
0.096,0.067,60237.42
0.162,0.079,63471.78
0.211,0.094,64173.31
0.256,0.103,64880.34
0.322,0.091,64903.1
0.362,0.077,64648.29
0.454,0.066,64510.28
0.418,0.067,62957.71
0.373,0.071,62190.03
0.273,0.056,60494.21
0.186,0.037,60139.45
0.063,0.024,60402.44
0.005,0.021,60605.25
0.0,0.025,60288.73
0.0,0.034,59214.81
0.0,0.036,56260.73
0.0,0.04,52054.83
0.0,0.05,48413.53
0.0,0.062,45679.21
0.0,0.075,44508.2
0.0,0.076,44415.33
0.0,0.061,45349.38
0.003,0.045,48482.81
0.034,0.036,53941.0
0.109,0.042,59285.75
0.22,0.067,63205.08
0.26,0.104,64152.89
0.245,0.121,65261.7
0.224,0.124,64541.24
0.295,0.126,64714.59
0.392,0.121,63723.05
0.508,0.118,61269.48
0.481,0.114,60275.6
0.369,0.103,58631.06
0.207,0.081,59387.79
0.066,0.052,59840.63
0.006,0.037,60158.89
0.0,0.036,58969.05
0.0,0.047,57238.79
0.0,0.07,53662.37
0.0,0.094,49989.11
0.0,0.115,45866.95
0.0,0.119,44011.6
0.0,0.115,42660.76
0.0,0.095,42109.62
0.0,0.082,42316.68
0.012,0.072,42819.21
0.073,0.062,43112.3
0.23,0.05,45559.86
0.435,0.043,49202.39
0.613,0.04,52387.45
0.7,0.037,54913.95
0.748,0.038,55428.54
0.768,0.039,55969.76
0.727,0.041,54295.69
0.622,0.044,52188.02
0.517,0.047,50920.79
0.38,0.045,50259.83
0.206,0.04,50273.41
0.062,0.029,51264.1
0.005,0.021,51267.9
0.0,0.014,50476.95
0.0,0.012,49157.11
0.0,0.014,47671.43
0.0,0.016,44672.47
0.0,0.018,41735.38
0.0,0.02,39721.05
0.0,0.022,38069.19
0.0,0.024,37243.35
0.0,0.026,37756.14
0.004,0.031,37571.85
0.045,0.032,37103.41
0.132,0.015,38346.55
0.378,0.014,41075.72
0.594,0.02,44424.64
0.722,0.025,47115.93
0.784,0.031,49119.4
0.774,0.037,49829.57
0.757,0.041,47855.67
0.677,0.041,46290.16
0.55,0.039,45618.77
0.379,0.036,45424.89
0.202,0.034,46044.71
0.061,0.031,47875.43
0.004,0.024,48247.25
0.0,0.016,48223.23
0.0,0.013,47695.21
0.0,0.02,46828.23
0.0,0.033,43977.49
0.0,0.049,41510.9
0.0,0.064,39890.28
0.0,0.077,38831.64
0.0,0.086,39064.33
0.0,0.092,40512.01
0.001,0.101,43885.97
0.022,0.104,51258.43
0.066,0.076,57864.89
0.134,0.095,61577.26
0.164,0.118,62515.92
0.151,0.136,63477.44
0.187,0.155,64579.14
0.229,0.165,65114.66
0.279,0.161,64674.04
0.275,0.154,62814.45
0.228,0.164,62006.95
0.174,0.179,60788.15
0.097,0.191,60151.73
0.049,0.202,60803.47
0.005,0.199,61244.56
0.0,0.151,59993.8
0.0,0.108,59121.34
0.0,0.12,55781.54
0.0,0.169,51506.67
0.0,0.182,48397.48
0.0,0.182,45919.8
0.0,0.178,44698.56
0.0,0.16,44995.77
0.0,0.122,46149.37
0.018,0.09,49079.34
0.101,0.071,54702.69
0.245,0.056,60769.93
0.336,0.049,63688.58
0.406,0.043,64420.81
0.479,0.041,65162.55
0.544,0.042,65509.28
0.572,0.046,65500.72
0.562,0.046,65213.84
0.483,0.047,63401.4
0.391,0.048,61814.69
0.273,0.049,61320.94
0.147,0.049,61340.06
0.048,0.045,61177.04
0.003,0.039,61369.2
0.0,0.033,59983.97
0.0,0.024,58897.16
0.0,0.012,55657.19
0.0,0.005,51081.65
0.0,0.003,47354.6
0.0,0.009,45195.32
0.0,0.022,44274.7
0.0,0.039,44307.46
0.0,0.058,44892.33
0.014,0.072,48079.51
0.078,0.072,53603.15
0.168,0.097,59590.86
0.266,0.157,63067.34
0.339,0.226,63660.53
0.399,0.286,64198.28
0.462,0.319,65333.99
0.483,0.315,65356.05
0.485,0.281,65280.59
0.422,0.249,63391.8
0.335,0.227,63043.8
0.227,0.222,61500.35
0.136,0.214,61067.05
0.067,0.184,61203.51
0.01,0.14,61591.95
0.0,0.117,60112.95
0.0,0.106,58718.93
0.0,0.106,55658.66
0.0,0.106,51034.79
0.0,0.117,47915.39
0.0,0.13,45374.28
0.0,0.131,44271.66
0.0,0.167,44377.74
0.0,0.187,45536.0
0.021,0.194,48937.3
0.107,0.204,53845.3
0.272,0.23,59698.19
0.432,0.249,63014.9
0.522,0.23,64461.36
0.586,0.211,65167.39
0.58,0.222,65945.56
0.548,0.245,66461.98
0.55,0.273,66450.21
0.522,0.288,64586.12
0.466,0.27,63918.97
0.358,0.235,62575.62
0.217,0.187,61645.22
0.074,0.134,61824.54
0.012,0.123,61934.11
0.0,0.115,60207.19
0.0,0.107,59001.14
0.0,0.097,55747.0
0.0,0.085,51785.47
0.0,0.08,48194.43
0.0,0.07,45777.85
0.0,0.059,44727.04
0.0,0.054,44504.03
0.0,0.05,45671.79
0.018,0.037,48507.74
0.074,0.026,53513.81
0.142,0.038,59736.15
0.234,0.044,63507.05
0.29,0.045,64577.21
0.301,0.042,65191.13
0.269,0.036,65279.16
0.244,0.035,65537.64
0.26,0.037,64168.39
0.218,0.04,61838.15
0.19,0.045,60869.66
0.141,0.046,59755.06
0.105,0.043,60268.69
0.051,0.036,59836.62
0.007,0.026,59339.43
0.0,0.015,57642.41
0.0,0.008,56178.34
0.0,0.007,53263.41
0.0,0.012,49746.7
0.0,0.019,46638.68
0.0,0.026,44420.53
0.0,0.031,42450.53
0.0,0.029,41939.07
0.0,0.023,41971.25
0.024,0.019,42893.95
0.114,0.016,43550.08
0.292,0.012,45702.86
0.467,0.013,49497.19
0.569,0.005,52700.66
0.621,0.004,54231.74
0.633,0.004,54725.76
0.661,0.007,54637.85
0.605,0.014,53643.32
0.503,0.022,51877.02
0.39,0.019,50889.65
0.264,0.017,51082.93
0.157,0.016,51356.34
0.057,0.012,52787.21
0.006,0.004,52540.19
0.0,0.01,51107.11
0.0,0.037,50035.43
0.0,0.059,48441.0
0.0,0.06,45665.38
0.0,0.062,41945.43
0.0,0.067,39510.65
0.0,0.079,38244.78
0.0,0.093,37379.2
0.0,0.086,37154.24
0.026,0.057,37578.44
0.115,0.041,37514.07
0.205,0.032,39276.2
0.282,0.035,43092.91
0.235,0.056,46633.48
0.19,0.053,48143.64
0.236,0.064,50304.05
0.373,0.085,50414.29
0.483,0.098,48728.33
0.407,0.117,47349.68
0.17,0.119,46187.49
0.084,0.105,45119.12
0.043,0.137,46005.0
0.013,0.219,47791.4
0.0,0.138,48694.64
0.0,0.115,49040.47
0.0,0.165,49376.73
0.0,0.262,48955.84
0.0,0.258,46246.27
0.0,0.264,43022.87
0.0,0.243,41641.84
0.0,0.2,40854.12
0.0,0.168,41098.95
0.0,0.156,42183.72
0.024,0.141,45355.93
0.096,0.113,51715.52
0.289,0.111,58264.16
0.473,0.176,62239.51
0.615,0.238,63441.34
0.67,0.31,64184.97
0.658,0.424,64776.69
0.645,0.553,64958.3
0.591,0.663,64590.9
0.533,0.732,62976.71
0.378,0.736,62460.82
0.2,0.675,61478.57
0.111,0.566,60760.53
0.055,0.472,61104.01
0.009,0.408,61472.09
0.0,0.338,60407.91
0.0,0.27,59240.45
0.0,0.238,56829.48
0.0,0.22,52410.83
0.0,0.208,49295.35
0.0,0.188,47666.85
0.0,0.152,45987.55
0.0,0.124,45647.99
0.0,0.112,46697.97
0.009,0.098,49591.77
0.028,0.079,54961.87
0.049,0.087,61428.42
0.109,0.105,64522.56
0.239,0.142,65502.34
0.396,0.165,66073.39
0.582,0.171,68173.72
0.587,0.162,69019.8
0.574,0.144,68939.31
0.499,0.132,67707.65
0.455,0.125,67630.89
0.344,0.103,65206.0
0.21,0.062,64494.05
0.085,0.029,63536.56
0.019,0.009,63601.72
0.0,0.011,61761.93
0.0,0.028,60012.97
0.0,0.055,56303.9
0.0,0.058,52149.99
0.0,0.051,48093.03
0.0,0.063,45989.02
0.0,0.113,44602.61
0.0,0.199,44732.93
0.0,0.255,45517.87
0.026,0.24,47762.17
0.111,0.226,54113.75
0.274,0.2,60507.51
0.453,0.213,64442.31
0.606,0.357,65219.81
0.722,0.442,66108.02
0.773,0.496,68028.89
0.785,0.539,68397.4
0.752,0.57,69013.38
0.682,0.56,67374.76
0.576,0.5,66993.25
0.429,0.467,65478.61
0.25,0.443,65396.35
0.075,0.378,63780.52
0.018,0.322,62689.24
0.0,0.257,60565.37
0.0,0.202,58787.27
0.0,0.202,56691.65
0.0,0.23,52292.4
0.0,0.254,47845.14
0.0,0.249,46277.22
0.0,0.222,46224.12
0.0,0.202,46299.89
0.0,0.174,47096.52
0.024,0.154,49317.34
0.119,0.165,55303.77
0.304,0.145,60828.41
0.486,0.149,64287.27
0.637,0.166,65160.19
0.703,0.189,65042.93
0.726,0.192,65939.79
0.745,0.218,65970.89
0.74,0.275,67007.47
0.694,0.311,65723.95
0.601,0.331,65291.58
0.452,0.314,62902.38
0.263,0.24,63303.91
0.074,0.14,62671.59
0.018,0.116,62721.36
0.0,0.115,60996.67
0.0,0.112,59375.06
0.0,0.121,56453.17
0.0,0.133,51747.83
0.0,0.156,48704.17
0.0,0.193,46567.22
0.0,0.196,45303.06
0.0,0.2,44977.82
0.0,0.204,45653.06
0.024,0.182,48225.63
0.119,0.183,53717.69
0.317,0.277,60631.26
0.512,0.394,64035.49
0.665,0.472,64920.42
0.772,0.489,66038.71
0.831,0.496,67115.5
0.845,0.468,67372.65
0.814,0.433,66371.83
0.739,0.408,64489.85
0.619,0.388,64739.11
0.455,0.373,63708.6
0.259,0.338,63091.38
0.075,0.263,62358.4
0.019,0.252,61389.43
0.0,0.255,59040.02
0.0,0.247,56989.28
0.0,0.253,54614.49
0.0,0.271,50629.74
0.0,0.277,47307.36
0.0,0.265,45325.52
0.0,0.254,43340.09
0.0,0.235,42754.12
0.0,0.193,42975.22
0.025,0.157,43335.97
0.113,0.093,44310.58
0.306,0.162,46250.9
0.498,0.274,49725.26
0.642,0.325,52541.14
0.743,0.329,54682.69
0.799,0.302,55860.34
0.816,0.279,55841.11
0.766,0.271,54114.56
0.594,0.27,51968.86
0.561,0.273,50941.57
0.441,0.277,50421.63
0.255,0.265,50375.77
0.08,0.22,51051.29
0.021,0.188,51234.74
0.0,0.175,49674.04
0.0,0.169,48030.08
0.0,0.176,47302.79
0.0,0.16,44396.08
0.0,0.149,41657.98
0.0,0.153,39704.16
0.0,0.14,38093.63
0.0,0.136,37508.58
0.0,0.117,37258.79
0.028,0.11,37255.67
0.126,0.122,37212.55
