PV,wind,electrical load
0.304,0.018,71553.17
0.091,0.023,70601.24
0.0,0.026,69781.49
0.0,0.036,70129.69
0.0,0.051,73251.2
0.0,0.061,72974.41
0.0,0.077,69752.12
0.0,0.104,65240.7
0.0,0.125,62091.34
0.0,0.134,58630.82
0.0,0.141,55783.75
0.0,0.147,54183.33
0.0,0.149,52844.24
0.0,0.15,52929.68
0.0,0.157,53916.57
0.0,0.169,56705.39
0.003,0.174,61747.17
0.218,0.158,69230.48
0.437,0.116,72348.2
0.588,0.069,73006.0
0.668,0.047,73501.48
0.682,0.045,74433.44
0.638,0.06,74650.68
0.532,0.065,73498.32
0.359,0.073,71232.51
0.126,0.093,71212.67
0.0,0.11,69742.14
0.0,0.116,70286.03
0.0,0.115,73726.37
0.0,0.113,75031.59
0.0,0.111,71911.79
0.0,0.119,68010.73
0.0,0.13,64728.0
0.0,0.135,61293.89
0.0,0.13,57100.4
0.0,0.12,55378.97
0.0,0.116,53448.87
0.0,0.121,53551.11
0.0,0.14,54538.45
0.0,0.162,57203.08
0.004,0.176,62268.07
0.197,0.167,69536.23
0.427,0.137,72954.87
0.576,0.111,74536.71
0.649,0.096,74887.86
0.651,0.086,75132.45
0.597,0.079,75410.73
0.489,0.075,74862.5
0.322,0.081,73195.55
0.106,0.086,72905.41
0.0,0.079,71519.64
0.0,0.064,71390.69
0.0,0.053,74516.07
0.0,0.045,74230.47
0.0,0.042,70291.39
0.0,0.045,66706.95
0.0,0.052,63311.87
0.0,0.061,59946.27
0.0,0.073,57465.0
0.0,0.09,55095.83
0.0,0.108,53657.47
0.0,0.126,53331.87
0.0,0.147,54050.72
0.0,0.162,56394.99
0.002,0.168,61785.27
0.108,0.158,68500.22
0.289,0.124,71998.75
0.469,0.085,73300.16
0.501,0.059,73935.91
0.471,0.047,73556.34
0.433,0.04,74018.29
0.391,0.038,73463.31
0.298,0.045,71790.15
0.116,0.053,70988.99
0.0,0.054,70001.49
0.0,0.051,70460.48
0.0,0.049,73601.6
0.0,0.048,73679.56
0.0,0.046,70121.36
0.0,0.045,66582.54
0.0,0.047,62951.23
0.0,0.05,59761.42
0.0,0.051,55897.94
0.0,0.053,53907.12
0.0,0.056,52351.97
0.0,0.06,51678.47
0.0,0.067,52038.53
0.0,0.075,54715.8
0.001,0.081,59985.49
0.076,0.081,66815.02
0.337,0.067,69548.6
0.531,0.044,70704.42
0.617,0.025,71749.34
0.638,0.016,72761.86
0.598,0.014,72413.04
0.499,0.015,72103.11
0.332,0.02,69999.24
0.118,0.03,69643.47
0.0,0.042,68264.52
0.0,0.055,68397.01
0.0,0.077,70914.42
0.0,0.108,70001.6
0.0,0.146,66599.51
0.0,0.174,62820.07
0.0,0.188,60187.15
0.0,0.179,56183.49
0.0,0.148,53095.49
0.0,0.126,50850.15
0.0,0.122,49755.96
0.0,0.135,50416.06
0.0,0.157,50958.37
0.0,0.176,50946.13
0.0,0.189,51262.78
0.03,0.175,53080.54
0.087,0.141,56621.21
0.201,0.123,59324.76
0.261,0.12,61981.96
0.274,0.13,63464.81
0.299,0.129,63488.17
0.246,0.114,61649.35
0.124,0.106,60393.97
0.022,0.113,59567.14
0.0,0.108,58931.3
0.0,0.092,58778.45
0.0,0.076,62954.36
0.0,0.057,62935.68
0.0,0.04,60258.71
0.0,0.03,57254.47
0.0,0.024,55888.67
0.0,0.02,53469.46
0.0,0.017,50580.18
0.0,0.017,47556.17
0.0,0.017,46153.21
0.0,0.016,45570.8
0.0,0.017,45637.8
0.0,0.027,45880.84
0.0,0.042,45494.92
0.009,0.051,46314.06
0.037,0.051,49155.4
0.11,0.042,53217.56
0.226,0.038,56098.29
0.296,0.042,58939.0
0.275,0.047,60136.47
0.195,0.048,58707.28
0.085,0.048,58034.68
0.023,0.052,57887.44
0.0,0.052,57343.43
0.0,0.048,58297.38
0.0,0.046,62445.94
0.0,0.053,62345.23
0.0,0.07,59135.03
0.0,0.08,56314.31
0.0,0.077,55622.36
0.0,0.07,53603.7
0.0,0.063,51699.62
0.0,0.06,50379.12
0.0,0.057,49946.13
0.0,0.057,50368.97
0.0,0.062,51962.88
0.0,0.073,54874.87
0.005,0.089,60545.41
0.088,0.099,67967.93
0.146,0.082,71038.94
0.152,0.065,72246.05
0.178,0.058,73476.28
0.133,0.057,73794.82
0.077,0.06,74047.8
0.043,0.061,73990.01
0.015,0.06,73025.17
0.004,0.07,72733.01
0.0,0.089,71448.33
0.0,0.099,71602.77
0.0,0.103,74038.54
0.0,0.097,74173.86
0.0,0.086,70266.19
0.0,0.079,66445.96
0.0,0.081,63442.14
0.0,0.087,60128.14
0.0,0.098,57279.0
0.0,0.116,55432.53
0.0,0.123,54110.39
0.0,0.123,53974.22
0.0,0.117,55201.64
0.0,0.113,57864.49
0.001,0.107,63061.28
0.046,0.091,68460.08
0.164,0.071,70507.54
0.288,0.047,71271.54
0.416,0.037,72087.5
0.575,0.031,72531.97
0.563,0.03,73130.25
0.477,0.034,73181.15
0.345,0.032,71217.56
0.149,0.042,70597.42
0.003,0.074,70088.07
0.0,0.124,71003.48
0.0,0.165,73808.04
0.0,0.188,74862.11
0.0,0.204,70859.32
0.0,0.229,67594.01
0.0,0.23,64709.01
0.0,0.2,60882.02
0.0,0.168,56249.03
0.0,0.151,53675.51
0.0,0.153,52795.25
0.0,0.17,52485.27
0.0,0.171,53971.77
0.0,0.166,56043.75
0.023,0.168,62295.29
0.204,0.178,69123.15
0.289,0.189,71710.62
0.331,0.21,70898.42
0.391,0.25,70746.55
0.44,0.279,70274.65
0.457,0.296,70759.21
0.399,0.29,70605.56
0.264,0.249,69446.04
0.095,0.218,67704.07
0.003,0.255,67128.38
0.0,0.27,66958.02
0.0,0.248,70636.18
0.0,0.244,72402.47
0.0,0.253,69853.54
0.0,0.255,66624.94
0.0,0.245,63368.6
0.0,0.232,59546.95
0.0,0.224,57135.51
0.0,0.215,55217.58
0.0,0.206,53998.43
0.0,0.216,54088.96
0.0,0.222,54909.58
0.0,0.213,57054.21
0.033,0.199,63193.18
0.278,0.144,69497.56
0.483,0.088,71713.64
0.62,0.074,71683.7
0.692,0.079,71759.73
0.708,0.079,73003.18
0.667,0.079,73849.88
0.571,0.087,72874.53
0.411,0.103,71342.88
0.183,0.12,70805.52
0.007,0.169,70286.07
0.0,0.2,71049.49
0.0,0.199,73135.64
0.0,0.192,73746.95
0.0,0.193,72123.97
0.0,0.2,67713.44
0.0,0.208,64925.75
0.0,0.214,61239.92
0.0,0.221,57832.9
0.0,0.227,55798.83
0.0,0.237,54195.91
0.0,0.263,54418.82
0.0,0.287,55233.26
0.0,0.29,57646.97
0.034,0.271,63086.61
0.259,0.204,69612.32
0.458,0.14,72787.05
0.59,0.168,73746.48
0.623,0.226,74397.79
0.592,0.237,74478.23
0.591,0.233,74659.6
0.538,0.223,73792.54
0.385,0.189,71783.13
0.175,0.163,71011.63
0.01,0.174,69882.55
0.0,0.179,68696.26
0.0,0.18,70565.83
0.0,0.186,70841.65
0.0,0.183,67031.98
0.0,0.174,63011.56
0.0,0.177,60991.49
0.0,0.187,58183.64
0.0,0.193,55240.68
0.0,0.189,52105.2
0.0,0.17,49837.22
0.0,0.15,48735.21
0.0,0.136,48937.09
0.0,0.129,49052.52
0.022,0.114,49370.4
0.157,0.08,51316.15
0.405,0.047,54460.63
0.626,0.053,57079.37
0.7,0.069,58874.79
0.713,0.075,59601.93
0.671,0.067,59330.42
0.577,0.058,57757.53
0.42,0.053,55716.58
0.206,0.051,54139.08
0.017,0.049,53547.77
0.0,0.044,54773.78
0.0,0.043,58525.1
0.0,0.048,60099.76
0.0,0.049,57216.76
0.0,0.042,54671.37
0.0,0.035,53341.5
0.0,0.032,51471.8
0.0,0.03,49119.74
0.0,0.029,47534.78
0.0,0.03,46653.53
0.0,0.031,46237.17
0.0,0.034,46050.37
0.0,0.037,46537.33
0.054,0.042,45588.4
0.299,0.042,46745.58
0.499,0.029,50379.48
0.635,0.024,53347.97
0.704,0.028,55165.29
0.713,0.031,56184.27
0.671,0.032,56254.56
0.574,0.032,54365.15
0.417,0.03,51908.74
0.202,0.03,50992.54
0.014,0.03,51334.28
0.0,0.031,52145.75
0.0,0.033,56720.68
0.0,0.041,59110.49
0.0,0.058,57247.29
0.0,0.085,55335.57
0.0,0.123,55723.08
0.0,0.166,53373.17
0.0,0.207,50882.46
0.0,0.242,49274.8
0.0,0.264,48363.88
0.0,0.276,48105.33
0.0,0.29,49242.03
0.0,0.318,52036.4
0.001,0.356,57880.52
0.013,0.345,64053.71
0.039,0.303,67234.98
0.07,0.376,68363.81
0.099,0.425,68757.37
0.126,0.44,68885.01
0.207,0.44,68192.1
0.142,0.432,68036.13
0.08,0.436,66427.95
0.028,0.465,65114.34
0.0,0.481,64527.89
0.0,0.456,64774.87
0.0,0.4,68174.49
0.0,0.349,70815.69
0.0,0.341,68259.28
0.0,0.329,66058.61
0.0,0.313,63219.28
0.0,0.312,60302.71
0.0,0.308,57033.24
0.0,0.323,55468.1
0.0,0.356,54842.34
0.0,0.365,54513.0
0.0,0.382,54403.85
0.0,0.347,56789.11
0.001,0.295,62515.02
0.051,0.308,68140.72
0.144,0.404,70785.92
0.366,0.453,71127.27
0.603,0.469,71490.16
0.722,0.421,71527.6
0.693,0.34,71519.94
0.597,0.257,69761.29
0.432,0.182,67667.75
0.177,0.137,66429.13
0.014,0.162,65188.56
0.0,0.183,65649.08
0.0,0.191,68569.01
0.0,0.193,69950.12
0.0,0.193,66837.31
0.0,0.196,63195.37
0.0,0.191,60588.28
0.0,0.185,57111.72
0.0,0.17,54378.6
0.0,0.156,52137.47
0.0,0.15,51649.92
0.0,0.145,51760.52
0.0,0.134,52413.73
0.0,0.122,55597.76
0.011,0.101,60340.4
0.074,0.069,66041.76
0.154,0.07,69344.39
0.278,0.105,69881.22
0.359,0.129,70019.36
0.263,0.144,70655.47
0.211,0.154,70919.31
0.145,0.157,69970.27
0.069,0.148,68135.26
0.022,0.121,66660.47
0.002,0.144,65137.02
0.0,0.174,65922.37
0.0,0.206,68717.7
0.0,0.242,70737.52
0.0,0.257,67480.27
0.0,0.273,64088.54
0.0,0.286,60726.71
0.0,0.281,57481.27
0.0,0.277,54707.33
0.0,0.26,52263.51
0.0,0.257,51678.75
0.0,0.27,51842.76
0.0,0.249,52816.19
0.0,0.24,55395.72
0.0,0.243,60680.52
0.004,0.21,66887.64
0.013,0.2,69657.64
0.03,0.273,69957.33
0.039,0.314,70108.45
0.046,0.352,69388.67
0.05,0.375,69802.06
0.034,0.354,68976.3
0.023,0.294,67031.7
0.009,0.263,66490.35
0.0,0.293,64954.54
0.0,0.296,65622.1
0.0,0.29,68464.65
0.0,0.284,70866.88
0.0,0.301,67841.76
0.0,0.352,63665.7
0.0,0.443,61125.72
0.0,0.513,57493.79
0.0,0.524,54521.03
0.0,0.506,53081.46
0.0,0.506,51628.17
0.0,0.536,51791.63
0.0,0.583,52997.5
0.0,0.613,55611.48
0.017,0.6,59859.97
0.15,0.472,66367.51
0.249,0.339,69485.02
0.134,0.545,69911.63
0.135,0.669,70273.38
0.133,0.685,71185.78
0.194,0.638,71038.03
0.315,0.648,69527.58
0.183,0.738,66768.57
0.055,0.858,65688.88
0.003,0.891,64861.07
0.0,0.84,65698.31
0.0,0.773,67464.99
0.0,0.709,69659.68
0.0,0.64,66291.85
0.0,0.63,62822.36
0.0,0.673,59450.56
0.0,0.625,56932.17
0.0,0.528,54514.39
0.0,0.474,52238.96
0.0,0.443,50788.84
0.0,0.4,50193.32
0.0,0.408,50158.5
0.0,0.446,50424.48
0.012,0.495,50309.4
0.06,0.519,52192.26
0.146,0.579,55527.87
0.275,0.587,58688.31
0.253,0.575,60315.59
0.233,0.546,61288.66
0.27,0.529,60212.21
0.258,0.486,57809.86
0.218,0.456,55624.75
0.149,0.456,54784.26
0.026,0.438,54343.17
0.0,0.417,55736.05
0.0,0.363,58930.43
0.0,0.279,61076.93
0.0,0.227,58416.95
0.0,0.134,55272.53
0.0,0.071,54049.15
0.0,0.044,51429.66
0.0,0.036,48678.02
0.0,0.04,46177.03
0.0,0.062,45265.86
0.0,0.108,44734.34
0.0,0.141,44921.2
0.0,0.16,45238.73
0.002,0.189,44926.07
0.019,0.165,45782.14
0.06,0.101,48922.15
0.101,0.076,52522.44
0.113,0.089,53913.87
0.105,0.112,55920.09
0.105,0.149,56626.34
0.102,0.169,55301.72
0.046,0.179,53930.18
0.011,0.239,53340.64
0.0,0.31,54023.46
0.0,0.406,54465.63
0.0,0.43,57354.26
0.0,0.449,59254.92
0.0,0.502,57200.17
0.0,0.562,54405.87
0.0,0.578,54637.36
0.0,0.568,52272.53
0.0,0.568,49618.6
0.0,0.576,48381.06
0.0,0.573,47392.23
0.0,0.573,47563.82
0.0,0.609,49422.35
0.0,0.57,51867.28
0.015,0.385,58472.8
0.056,0.206,65153.31
0.105,0.199,68414.08
0.163,0.174,68520.19
0.302,0.185,69115.22
0.405,0.219,70341.81
0.455,0.278,70821.89
0.504,0.354,70541.93
0.392,0.408,69254.85
0.145,0.411,67859.52
0.009,0.382,66350.06
0.0,0.307,65551.27
0.0,0.252,68093.26
0.0,0.265,70900.78
0.0,0.288,67749.92
0.0,0.31,64034.51
0.0,0.339,61139.38
0.0,0.345,58145.33
0.0,0.352,54419.26
0.0,0.348,52398.43
0.0,0.361,52026.01
0.0,0.36,51801.72
0.0,0.347,52537.09
0.0,0.327,54978.15
0.009,0.281,60198.02
0.1,0.259,65817.38
0.24,0.319,68530.49
0.443,0.386,69503.95
0.578,0.421,69277.54
0.662,0.45,69662.01
0.642,0.446,69503.39
0.555,0.393,70042.97
0.386,0.334,68062.72
0.18,0.24,66503.56
0.02,0.195,65070.88
0.0,0.212,64950.98
0.0,0.216,67941.5
0.0,0.208,70915.58
0.0,0.2,67894.35
0.0,0.204,64298.51
0.0,0.232,60415.07
0.0,0.29,56888.07
0.0,0.35,53305.72
0.0,0.402,51749.08
0.0,0.443,51196.19
0.0,0.485,51257.6
0.0,0.447,52079.68
0.0,0.464,54697.77
0.062,0.523,60768.0
0.261,0.599,65846.02
0.46,0.605,68543.03
0.58,0.585,69346.79
0.555,0.55,69006.27
0.517,0.528,68572.22
0.496,0.532,68776.96
0.283,0.57,68175.89
0.094,0.611,66203.03
0.033,0.669,65201.77
0.006,0.722,63587.94
0.0,0.751,63433.95
0.0,0.734,66227.3
0.0,0.699,69601.37
0.0,0.652,67064.25
0.0,0.592,63534.21
0.0,0.539,60225.57
0.0,0.437,56821.35
0.0,0.29,53347.32
0.0,0.178,51087.81
0.0,0.158,50274.45
0.0,0.206,50485.86
0.0,0.329,52151.71
0.0,0.601,54962.89
0.012,0.816,60725.69
0.048,0.856,66378.16
0.078,0.875,68922.48
0.101,0.9,68617.23
0.11,0.91,69050.01
0.118,0.949,68968.74
0.112,0.961,69072.12
0.107,0.963,67909.67
0.076,0.959,66229.64
0.034,0.94,65308.17
0.004,0.92,64237.24
0.0,0.87,64864.82
0.0,0.821,67437.77
0.0,0.768,70785.57
0.0,0.737,68413.72
0.0,0.72,64075.36
0.0,0.647,61171.32
0.0,0.519,57274.01
0.0,0.41,55224.82
0.0,0.371,54022.74
0.0,0.403,52864.45
0.0,0.421,52982.85
0.0,0.482,53775.36
0.0,0.568,56042.0
0.011,0.626,61885.41
0.038,0.619,67009.39
0.073,0.675,70502.14
0.137,0.721,70431.32
0.234,0.658,69817.26
0.267,0.594,70017.15
0.228,0.562,69859.03
0.152,0.541,69060.43
0.096,0.443,66796.41
0.065,0.317,65586.25
0.02,0.246,64557.32
0.0,0.249,65462.9
0.0,0.29,67974.48
0.0,0.331,70407.32
0.0,0.351,67172.08
0.0,0.364,62955.33
0.0,0.378,59071.17
0.0,0.372,56726.77
0.0,0.335,53239.68
0.0,0.277,50659.47
0.0,0.244,49430.76
0.0,0.214,49399.76
0.0,0.164,48981.45
0.0,0.125,49294.42
0.01,0.096,49852.55
0.056,0.084,52221.41
0.105,0.09,55625.03
0.135,0.096,58023.38
0.156,0.103,59827.17
0.138,0.106,60203.04
0.115,0.107,59227.74
0.106,0.113,56639.92
0.076,0.117,55213.39
0.039,0.104,53624.33
0.006,0.138,52806.04
0.0,0.259,54509.16
0.0,0.394,57787.93
0.0,0.488,60598.43
0.0,0.541,57801.57
0.0,0.568,54974.05
0.0,0.615,53205.17
0.0,0.588,50191.67
0.0,0.504,47642.75
0.0,0.518,45436.5
0.0,0.485,44907.67
0.0,0.442,44349.29
0.0,0.401,44945.71
0.0,0.375,45720.91
0.036,0.333,45416.67
0.13,0.388,45334.44
0.179,0.449,49147.72
0.219,0.493,51812.05
0.235,0.537,53419.71
0.252,0.579,54521.72
0.217,0.605,54667.06
0.138,0.584,52144.49
0.057,0.541,49812.33
0.018,0.474,49339.08
0.001,0.448,49533.4
0.0,0.481,52238.37
0.0,0.53,55278.11
0.0,0.561,58176.63
0.0,0.561,55867.2
0.0,0.57,53659.99
0.0,0.532,53463.48
0.0,0.507,51416.68
0.0,0.472,49095.54
0.0,0.42,47363.41
0.0,0.346,45595.29
0.0,0.344,46461.79
0.0,0.336,48170.92
0.0,0.323,51319.51
0.006,0.389,57771.7
0.042,0.458,65208.55
0.083,0.585,69283.21
0.077,0.625,69317.16
0.067,0.646,70157.22
0.068,0.673,70179.29
0.058,0.715,70550.95
0.046,0.766,68923.87
0.027,0.817,67414.29
0.014,0.842,66784.91
0.005,0.837,64826.26
0.0,0.838,64616.83
0.0,0.786,66370.93
0.0,0.739,68668.19
0.0,0.7,65567.14
0.0,0.638,61902.91
0.0,0.57,58993.73
0.0,0.458,55317.4
0.0,0.394,51694.97
0.0,0.36,49705.56
0.0,0.338,48527.26
0.0,0.333,49686.67
0.0,0.383,50505.03
0.0,0.343,53203.81
0.027,0.279,58470.41
0.091,0.287,64106.24
0.132,0.385,67630.24
0.102,0.589,68533.69
0.069,0.703,69379.97
0.042,0.748,70646.23
0.081,0.772,70792.72
0.3,0.798,70000.99
0.316,0.79,67515.08
0.185,0.76,67337.08
0.046,0.739,66384.25
0.0,0.744,65972.73
0.0,0.759,67448.05
0.0,0.766,68601.28
0.0,0.76,65776.74
0.0,0.778,61956.44
0.0,0.796,58626.4
0.0,0.785,55048.86
0.0,0.775,51712.5
0.0,0.763,49244.06
0.0,0.747,48254.03
0.0,0.717,48610.48
0.0,0.681,50294.51
0.0,0.647,53123.8
0.018,0.597,58620.61
0.06,0.545,64484.57
0.071,0.55,67952.1
0.094,0.56,68336.83
0.086,0.563,68545.12
0.071,0.557,68725.14
0.043,0.541,69144.63
0.046,0.523,69077.45
0.038,0.473,67552.46
0.012,0.395,66789.35
0.001,0.358,65051.15
0.0,0.365,64782.45
0.0,0.369,67291.82
0.0,0.352,70664.16
0.0,0.358,67556.93
0.0,0.375,64464.02
0.0,0.375,61063.38
0.0,0.362,57822.18
0.0,0.366,54387.63
0.0,0.384,52185.18
0.0,0.395,51270.05
0.0,0.416,51270.86
0.0,0.443,51593.0
0.0,0.442,53827.21
0.011,0.399,59573.92
0.059,0.299,65452.82
0.23,0.247,68328.82
0.489,0.295,70008.34
0.582,0.352,70542.88
0.497,0.439,71280.45
0.381,0.525,72025.94
0.315,0.538,71399.62
0.261,0.495,69728.99
0.169,0.46,68654.73
0.048,0.432,67476.33
0.0,0.346,67694.99
0.0,0.358,68254.05
0.0,0.32,69841.14
0.0,0.282,66653.03
0.0,0.253,62918.24
0.0,0.218,59804.1
0.0,0.171,55527.53
0.0,0.156,52195.31
0.0,0.165,50340.25
0.0,0.17,48826.55
0.0,0.164,49739.63
0.0,0.159,50558.02
0.0,0.158,52707.83
0.044,0.153,58034.28
0.154,0.194,63960.61
0.273,0.211,67145.29
0.331,0.216,67427.57
0.387,0.204,68548.65
0.373,0.178,69171.83
0.423,0.157,68903.07
0.379,0.136,67284.99
0.278,0.121,64670.39
0.13,0.104,64162.5
0.05,0.074,62633.57
0.0,0.074,62830.66
0.0,0.08,64507.3
0.0,0.075,67619.75
0.0,0.067,64930.7
0.0,0.058,60883.46
0.0,0.047,57730.75
0.0,0.036,54351.98
0.0,0.028,51774.81
0.0,0.023,49164.97
0.0,0.02,47542.41
0.0,0.013,47456.65
0.0,0.007,47852.09
0.002,0.004,48729.33
0.116,0.005,49332.08
0.311,0.009,51725.73
0.484,0.015,54358.56
0.598,0.016,55840.6
0.694,0.016,56807.45
0.713,0.019,58174.35
0.666,0.024,59033.62
0.59,0.029,57365.62
0.469,0.031,55667.74
0.29,0.03,55478.75
0.102,0.027,55578.97
0.0,0.026,56184.24
0.0,0.03,58624.68
0.0,0.034,61017.38
0.0,0.039,58895.54
0.0,0.041,55794.55
0.0,0.04,54701.67
0.0,0.038,51629.85
0.0,0.038,48106.31
0.0,0.039,45843.95
0.0,0.038,44302.46
0.0,0.038,44015.36
0.0,0.041,44216.93
0.0,0.046,44835.96
0.024,0.043,44701.24
0.137,0.036,45748.04
0.217,0.055,49219.62
0.199,0.068,52765.31
0.174,0.074,55322.81
0.121,0.077,56006.1
0.103,0.079,56529.63
0.103,0.085,54861.71
0.06,0.097,52273.83
0.023,0.105,51989.75
0.006,0.116,51653.15
0.0,0.139,51990.11
0.0,0.159,55796.65
0.0,0.17,59365.66
0.0,0.167,57872.73
0.0,0.16,55145.58
0.0,0.162,53983.52
0.0,0.169,50962.72
0.0,0.187,48901.42
0.0,0.206,47704.2
0.0,0.218,47109.51
0.0,0.208,46816.45
0.0,0.198,48257.4
0.0,0.179,51084.13
0.022,0.12,57917.85
0.066,0.096,63917.39
0.119,0.12,66943.91
0.183,0.107,66871.13
0.285,0.108,67323.66
0.39,0.106,66661.66
0.534,0.093,67116.54
0.522,0.076,66930.81
0.409,0.063,65336.32
0.22,0.059,64716.65
0.058,0.082,62915.44
0.0,0.137,62688.81
0.0,0.155,63999.0
0.0,0.145,67347.6
0.0,0.127,65283.44
0.0,0.11,61864.9
0.0,0.095,58621.99
0.0,0.087,54788.23
0.0,0.087,52528.44
0.0,0.087,50475.27
0.0,0.083,49191.05
0.0,0.075,49416.9
0.0,0.066,50342.02
0.0,0.056,52889.98
0.033,0.043,58229.26
0.119,0.022,63793.95
0.247,0.017,67142.21
0.476,0.015,67634.98
0.681,0.013,67128.11
0.711,0.012,66578.87
0.674,0.013,66496.43
0.593,0.014,65531.96
0.461,0.015,63915.18
0.286,0.012,63058.28
0.098,0.008,61617.7
0.0,0.006,61270.96
0.0,0.01,63665.25
0.0,0.015,67328.78
0.0,0.017,64465.49
0.0,0.019,60881.58
0.0,0.022,57559.04
0.0,0.03,52972.08
0.0,0.039,50082.11
0.0,0.046,48067.4
0.0,0.049,47201.58
0.0,0.053,47317.95
0.0,0.06,48857.74
0.0,0.065,51629.52
0.016,0.067,57421.87
0.046,0.042,63123.32
0.082,0.019,65932.74
0.13,0.012,66841.91
0.167,0.012,66838.59
0.193,0.013,66497.37
0.217,0.013,66771.72
0.288,0.013,65728.5
0.295,0.012,64137.24
0.174,0.015,63166.73
0.055,0.028,62017.14
0.0,0.054,61713.09
0.0,0.082,64063.37
0.0,0.096,67461.02
0.0,0.091,65045.86
0.0,0.073,61033.33
0.0,0.058,57705.16
0.0,0.048,53553.68
0.0,0.043,50295.5
0.0,0.038,48177.88
0.0,0.034,47358.98
0.0,0.031,47771.36
0.0,0.032,48827.0
0.003,0.034,51502.63
0.049,0.03,56923.75
0.139,0.016,62282.5
0.294,0.013,65671.12
0.287,0.028,66031.27
0.441,0.051,66311.46
0.699,0.069,66687.94
0.744,0.091,66562.53
0.669,0.114,65208.35
0.527,0.133,63895.32
0.333,0.137,62709.28
0.119,0.145,61231.47
0.002,0.168,61586.95
0.0,0.167,63578.26
0.0,0.13,67032.45
0.0,0.071,64635.8
0.0,0.028,60786.85
0.0,0.017,57339.63
0.0,0.027,53281.07
0.0,0.042,49705.04
0.0,0.064,47598.08
0.0,0.084,46839.78
0.0,0.09,46972.09
0.0,0.091,48012.55
0.001,0.098,51092.93
0.025,0.099,56751.53
0.059,0.162,62304.39
0.16,0.243,65419.25
0.296,0.305,65463.2
0.423,0.362,65858.93
0.473,0.402,66395.74
0.468,0.426,66217.94
0.4,0.446,65550.82
0.343,0.446,62881.92
0.229,0.373,61690.08
0.077,0.229,60391.74
0.002,0.169,60869.67
0.0,0.177,62379.37
0.0,0.176,65210.96
0.0,0.189,63117.58
0.0,0.188,58954.82
0.0,0.16,56077.78
0.0,0.133,52867.48
0.0,0.13,49149.92
0.0,0.114,47031.18
0.0,0.099,45757.01
0.0,0.08,45689.42
0.0,0.067,46131.34
0.003,0.053,47164.76
0.087,0.048,47460.36
0.25,0.043,49758.89
0.323,0.036,52983.2
0.23,0.031,55016.48
0.144,0.03,57007.76
0.171,0.031,57345.36
0.317,0.032,56823.89
0.426,0.037,54739.89
0.243,0.042,53150.55
0.116,0.043,52026.4
0.038,0.04,51853.57
0.001,0.05,51927.07
0.0,0.06,54374.2
0.0,0.052,56410.7
0.0,0.04,54725.11
0.0,0.028,51492.45
0.0,0.023,49805.77
0.0,0.024,46826.61
0.0,0.023,43696.55
0.0,0.021,42045.1
0.0,0.027,40676.02
0.0,0.034,40075.36
0.0,0.036,40829.01
0.003,0.036,41146.67
0.047,0.033,41834.55
0.123,0.052,43765.85
0.27,0.077,47205.54
0.256,0.097,49134.48
0.199,0.11,51477.84
0.147,0.119,52787.51
0.098,0.121,51038.79
0.067,0.124,49173.27
0.048,0.127,48329.74
0.029,0.129,47493.81
0.008,0.119,47800.27
0.0,0.137,49793.21
0.0,0.141,52124.5
0.0,0.132,54257.7
0.0,0.121,52847.57
0.0,0.107,51597.37
0.0,0.095,49187.88
0.0,0.088,46547.2
0.0,0.085,44763.07
0.0,0.085,43679.21
0.0,0.089,44282.0
0.0,0.105,45484.06
0.0,0.122,48793.72
0.001,0.136,55302.42
0.028,0.111,62149.21
0.065,0.144,64988.06
0.146,0.208,66090.87
0.359,0.232,66824.42
0.433,0.235,67135.2
0.254,0.24,67275.56
0.153,0.248,66677.32
0.123,0.262,65433.75
0.096,0.277,64405.91
0.056,0.284,62884.71
0.028,0.271,62279.14
0.001,0.281,63404.06
0.0,0.286,64449.3
0.0,0.277,65343.23
0.0,0.265,62413.15
0.0,0.263,58486.6
0.0,0.257,54658.65
0.0,0.24,50961.05
0.0,0.22,48568.75
0.0,0.221,47271.76
0.0,0.208,47081.83
0.0,0.207,48171.01
0.0,0.189,50489.82
0.006,0.162,56718.95
0.102,0.117,62778.32
0.367,0.086,65276.14
0.546,0.052,66551.48
0.658,0.033,67907.82
0.732,0.025,68738.49
0.763,0.02,68735.45
0.728,0.016,68400.99
0.645,0.012,66965.46
0.512,0.009,66164.59
0.332,0.007,64530.83
0.133,0.012,63719.89
0.006,0.038,64216.58
0.0,0.071,63921.65
0.0,0.091,64182.94
0.0,0.089,61565.11
0.0,0.078,58174.01
0.0,0.064,53995.82
0.0,0.053,50082.73
0.0,0.051,47829.19
0.0,0.06,46228.65
0.0,0.075,45979.47
0.0,0.092,47419.51
0.0,0.108,50166.2
0.015,0.113,56224.9
0.126,0.091,62642.84
0.342,0.036,65907.06
0.555,0.009,67050.88
0.668,0.003,68429.42
0.738,0.004,68762.0
0.757,0.002,68879.74
0.714,0.002,68081.3
0.631,0.003,66360.15
0.491,0.004,65593.02
0.305,0.013,64519.32
0.114,0.022,64506.84
0.006,0.034,65098.71
0.0,0.05,65946.02
0.0,0.062,66079.55
0.0,0.063,62995.46
0.0,0.052,59862.5
0.0,0.041,55665.11
0.0,0.036,51739.4
0.0,0.033,49647.68
0.0,0.033,48409.24
0.0,0.033,48705.33
0.0,0.037,50093.62
0.0,0.043,52605.06
0.008,0.048,58504.51
0.086,0.045,64147.38
0.265,0.024,67684.4
0.455,0.044,68899.05
0.644,0.06,70312.62
