,load_profile_normalized
755,0.5585189833699402
756,0.49811735174144955
757,0.5191402572952619
758,0.4272042673360527
759,0.34954502667085036
760,0.2475682459993725
761,0.1829306557891434
762,0.21258236586131157
763,0.20003137747097582
764,0.1487292124254785
765,0.12127392532161906
766,0.1149984311264512
767,0.09679949796046439
768,0.09036711641041731
769,0.09475996234703482
770,0.10840916222152494
771,0.09664261060558518
772,0.08973956699090052
773,0.096485723250706
774,0.19281455914653278
775,0.2016002510197678
776,0.19014747411358643
777,0.21258236586131157
778,0.24176341386884215
779,0.23172262315657358
780,0.20175713837464698
781,0.16661437088170694
782,0.11876372764355192
783,0.09350486350800125
784,0.09287731408848446
785,0.11829306557891434
786,0.11892061499843111
787,0.21713209915280826
788,0.13225604016316284
789,0.10793850015688736
790,0.10731095073737057
791,0.09617194854094759
792,0.0914653278945717
793,0.09256353937872608
794,0.09413241292751803
795,0.08440539692500784
796,0.08989645434577971
797,0.09256353937872608
798,0.09272042673360527
799,0.09805459679949793
800,0.09664261060558518
801,0.086915594603075
802,0.11358644493253844
803,0.10872293693128332
804,0.1101349231251961
805,0.09946658299341073
806,0.1253529965484782
807,0.09774082208973957
808,0.09209287731408848
809,0.13523689990586757
810,0.18857860056479445
811,0.20379667398807658
812,0.21101349231251962
813,0.160338876686539
814,0.10746783809224975
815,0.12707875745214936
816,0.0822089739566991
817,0.09272042673360527
818,0.09319108879824287
819,0.09789770944461877
820,0.09475996234703483
821,0.09883903357389394
822,0.13162849074364608
823,0.22795732663947288
824,0.5012550988390335
825,0.6087229369312832
826,0.692971446501412
827,0.6380608722936931
828,0.5177282711013492
829,0.5058048321305303
830,0.410731095073737
831,0.3002823972387825
832,0.2721995607154063
833,0.2588641355506746
834,0.24552871038594287
835,0.23909632883589582
836,0.17728271101349227
837,0.14951364919987448
838,0.11374333228741762
839,0.09507373705679321
840,0.09319108879824287
841,0.08864135550674614
842,0.09036711641041731
843,0.08832758079698777
844,0.09695638531534356
845,0.10527141512394099
846,0.2202698462503922
847,0.25604016316284905
848,0.4973329149670537
849,0.507216818324443
850,0.6460621273925321
851,0.7438029494822719
852,0.7246626921870097
853,0.7827110134923125
854,0.5887982428616252
855,0.38813931597113266
856,0.30859742704738
857,0.32601192343897084
858,0.3729212425478507
859,0.29996862252902406
860,0.22278004392845935
861,0.21634766237841227
862,0.19359899592092877
863,0.1829306557891434
864,0.2908691559460307
865,0.09523062441167242
866,0.09036711641041731
867,0.09052400376529651
868,0.09413241292751803
869,0.10072168183244432
870,0.19030436146846563
871,0.27502353310323185
872,0.5443991214308126
873,0.6443363664888608
874,0.7061499843112647
875,0.6601819893316598
876,0.6520238468779417
877,0.6884217132099152
878,0.5531848133040476
879,0.3757452149356762
880,0.26215877000313775
881,0.2456855977408221
882,0.26121744587386253
883,0.20787574521493565
884,0.16692814559146532
885,0.12347034828992781
886,0.12707875745214933
887,0.09836837150925636
888,0.08456228427988705
889,0.08864135550674615
890,0.10181989331659869
891,0.08644493253843741
892,0.08989645434577971
893,0.10025101976780672
894,0.19861939127706305
895,0.2593347976153122
896,0.545497332914967
897,0.712111703796674
898,0.798242861625353
899,0.7676498274239095
900,0.5746783809224976
901,0.6361782240351428
902,0.5139629745842484
903,0.3512707875745215
904,0.26717916535927205
905,0.1542202698462504
906,0.20756197050517727
907,0.19673674301851266
908,0.14684656416692812
909,0.11578286790084716
910,0.13915908377784747
911,0.09428930028239722
912,0.0963288358958268
913,0.08801380608722935
914,0.09052400376529653
915,0.08958267963602133
916,0.08754314402259177
917,0.10605585189833698
918,0.2012864763100094
919,0.26843426419830557
920,0.47270160025101976
921,0.5655789143395041
922,0.6755569501098211
923,0.6724192030122371
924,0.5502039535613431
925,0.5720112958895512
926,0.44195167869469715
927,0.3395042359585817
928,0.25729526200188263
929,0.22121117037966737
930,0.23093818638217758
931,0.17100721681832445
932,0.12331346093504861
933,0.1374333228741763
934,0.11248823344838406
935,0.08989645434577972
936,0.08503294634452464
937,0.1054283024788202
938,0.08754314402259177
939,0.08911201757138373
940,0.08644493253843741
941,0.09413241292751803
942,0.16692814559146532
943,0.18434264198305617
944,0.18763727643551928
945,0.21415123941010353
946,0.19720740508315027
947,0.23250705993096954
948,0.2726702227800439
949,0.22560401631628488
950,0.14339504235958583
951,0.17383118920614998
952,0.10793850015688734
953,0.12441167241920299
954,0.15516159397552556
955,0.16018198933165984
956,0.15390649513649196
957,0.14700345152180733
958,0.1535927204267336
959,0.09836837150925634
960,0.10527141512394102
961,0.10433009099466582
962,0.10636962660809539
963,0.10370254157514902
964,0.10370254157514905
965,0.1057420771885786
966,0.11029181048007529
967,0.1102918104800753
968,0.15516159397552556
969,0.1669281455914653
970,0.12566677125823658
971,0.123627235644807
972,0.1390021964229683
973,0.15704424223407595
974,0.11954816441794791
975,0.12127392532161906
976,0.12174458738625665
977,0.12378412299968623
978,0.19077502353310324
979,0.2717288986507687
980,0.220897395669909
981,0.16300596171948542
982,0.11813617822403513
983,0.10684028867273297
984,0.13053027925949168
985,0.09177910260433007
986,0.09695638531534359
987,0.09758393473486036
988,0.09962347034828992
989,0.10213366802635707
990,0.1288045183558205
991,0.318167555695011
992,0.4687794163790398
993,0.582993410731095
994,0.7983997489802321
995,0.7952620018826482
996,0.6051145277690618
997,0.56055851898337
998,0.4626608095387512
999,0.34044556008785687
1000,0.2263884530906809
1001,0.26168810793850017
1002,0.31016630059617195
1003,0.259962347034829
1004,0.19783495450266705
1005,0.16849701914025725
1006,0.12362723564480703
1007,0.11390021964229681
1008,0.1010354565422027
1009,0.09209287731408848
1010,0.09601506118606841
1011,0.11013492312519611
1012,0.10778161280200815
1013,0.11170379667398805
1014,0.19328522121117037
1015,0.2406652023846878
1016,0.504706620646376
1017,0.5880138060872293
1018,0.6165673046752431
1019,0.6488860997803578
1020,0.5922497646689676
1021,0.5158456228427987
1022,0.35142767492940064
1023,0.2709444618763728
1024,0.28067147787888297
1025,0.30279259491684973
1026,0.3120489488547223
1027,0.28631942265453403
1028,0.2096015061186068
1029,0.18904926262943206
1030,0.17979290869155942
1031,0.17430185127078754
1032,0.18936303733919044
1033,0.1597113272670223
1034,0.1735174144963916
1035,0.26937558832758085
1036,0.10229055538123626
1037,0.10872293693128332
1038,0.1956385315343583
1039,0.25101976780671476
1040,0.5120803263256981
1041,0.5549105742077188
1042,0.6233134609350487
1043,0.7191716347662378
1044,0.5908377784750548
1045,0.5800125509883903
1046,0.43159711327267014
1047,0.3473486037025416
1048,0.24552871038594287
1049,0.25760903671164104
1050,0.2601192343897082
1051,0.21258236586131157
1052,0.14684656416692812
1053,0.13178537809852522
1054,0.10370254157514903
1055,0.12550988390335738
1056,0.09852525886413555
1057,0.0856604957640414
1058,0.08267963602133668
1059,0.08534672105428305
1060,0.08550360840916221
1061,0.09664261060558518
1062,0.182616881079385
1063,0.23831189206149989
1064,0.481644179479134
1065,0.5625980545967995
1066,0.706620646375902
1067,0.7856918732350171
1068,0.7533730781299026
1069,0.7102290555381237
1070,0.5657358016943834
1071,0.47285848760589894
1072,0.2877314088484468
1073,0.19861939127706305
1074,0.2968308754314402
1075,0.2574521493567618
1076,0.2149356761844995
1077,0.183401317853781
1078,0.17320363978663314
1079,0.33840602447442736
1080,0.3217759648572324
1081,0.09852525886413556
1082,0.07828679008471917
1083,0.07954188892375275
1084,0.07860056479447756
1085,0.08832758079698776
1086,0.18465641669281452
1087,0.24756824599937244
1088,0.545497332914967
1089,0.5712268591151552
1090,0.5004706620646375
1091,0.5249450894257922
1092,0.4631314716033886
1093,0.4930969563853153
1094,0.3892375274552871
1095,0.2880451835582052
1096,0.20536554753686853
1097,0.14119861939127706
1098,0.18528396611233128
1099,0.18591151553184815
1100,0.16677125823658615
1101,0.10464386570442422
1102,0.09005334170065894
1103,0.08989645434577971
1104,0.07907122685911516
1105,0.08487605898964541
1106,0.08566049576404142
1107,0.08330718544085347
1108,0.08377784750549107
1109,0.09036711641041731
1110,0.15108252274866643
1111,0.1680263570756197
1112,0.1642610605585189
1113,0.2122685911515532
1114,0.17947913398180104
1115,0.1879510511452777
1116,0.22936931283338566
1117,0.20740508315029807
1118,0.13021650454973327
1119,0.10652651396297456
1120,0.10040790712268591
1121,0.10966426106055852
1122,0.12143081267649827
1123,0.11688107938500159
1124,0.13978663319736429
1125,0.11201757138374648
1126,0.10401631628490743
1127,0.11829306557891434
1128,0.08613115782867901
1129,0.0864449325384374
1130,0.09052400376529651
1131,0.08534672105428305
1132,0.08456228427988703
1133,0.08518983369940382
1134,0.0858173831189206
1135,0.0958581738311892
1136,0.1005647944775651
1137,0.08534672105428302
1138,0.08989645434577972
1139,0.11264512080326325
1140,0.1333542516473172
1141,0.13398180106683402
1142,0.1203326011923439
1143,0.09287731408848446
1144,0.0914653278945717
1145,0.09962347034828992
1146,0.2530593034201443
1147,0.18183244430498902
1148,0.2111703796673988
1149,0.15892689049262632
1150,0.11578286790084716
1151,0.07938500156887354
1152,0.07954188892375275
1153,0.08173831189206149
1154,0.0864449325384374
1155,0.08722936931283339
1156,0.08503294634452463
1157,0.08362096015061185
1158,0.10636962660809539
1159,0.2588641355506746
1160,0.6597113272670222
1161,0.7667085032946345
1162,0.4973329149670537
1163,0.680263570756197
1164,0.470505177282711
1165,0.4502667085032947
1166,0.3351113900219642
1167,0.2987135236899905
1168,0.25666771258236587
1169,0.19626608095387507
1170,0.22246626921870097
1171,0.23862566677125818
1172,0.15249450894257915
1173,0.16190775023533102
1174,0.1104486978349545
1175,0.11813617822403513
1176,0.07954188892375275
1177,0.07828679008471917
1178,0.07640414182616881
1179,0.08126764982742389
1180,0.08299341073109508
1181,0.08770003137747097
1182,0.19909005334170068
1183,0.29322246626921866
1184,0.5111390021964229
1185,0.5771885786005647
1186,0.6357075619705053
1187,0.5887982428616253
1188,0.5257295262001882
1189,0.5123941010354565
1190,0.3467210542830248
1191,0.27816128020081576
1192,0.23125196109193596
1193,0.24929400690304362
1194,0.2634138688421713
1195,0.17791026043300906
1196,0.15484781926576718
1197,0.20552243489174774
1198,0.11797929086915593
1199,0.08252274866645748
1200,0.08471917163476624
1201,0.08079698776278632
1202,0.07875745214935677
1203,0.08377784750549105
1204,0.10495764041418261
1205,0.08644493253843741
1206,0.1832444304989018
1207,0.25180420458111075
1208,0.5164731722623157
1209,0.8004392845936618
1210,0.5673046752431754
1211,0.6026043300909945
1212,0.577345465955444
1213,0.590210229055538
1214,0.5409475996234702
1215,0.3647631000941324
1216,0.21462190147474114
1217,0.23831189206149989
1218,0.19752117979290867
1219,0.12064637590210228
1220,0.11923438970818949
1221,0.12394101035456542
1222,0.09491684970191401
1223,0.08236586131157828
1224,0.07593347976153123
1225,0.07514904298713523
1226,0.07295262001882648
1227,0.08738625666771259
1228,0.08032632569814871
1229,0.08989645434577972
1230,0.17618449952933793
1231,0.23941010354565417
1232,0.532632569814873
1233,0.6721054283024787
1234,0.6903043614684656
1235,0.681048007530593
1236,0.6609664261060556
1237,0.5613429557577659
1238,0.48776278631942266
1239,0.3553498588013806
1240,0.24694069657985562
1241,0.18857860056479445
1242,0.16096642610605583
1243,0.21917163476623783
1244,0.1484154377157201
1245,0.10997803577031691
1246,0.10793850015688734
1247,0.09727016002510197
1248,0.10652651396297456
1249,0.09460307499215563
1250,0.09366175086288046
