,sugar_fat
PV,58.62640219999187
Wind,81.36411557846259
Solarthermie,0.0
Batterie,229.74806554797917
Pufferspeicher,13.01470580897369
WP Heat,40.09474564667814
WP Cool,70.66812030131135
